omega_M,match_radius_over_M,response_real,response_imag,static_response_real,correction_real,correction_imag,em_response_real,em_response_imag,basis_condition_number
0.002,10.0,-0.3491426960441435,0.0015053020306080023,-0.3491731135532805,3.041750913701513e-05,0.0015053020306080023,-1.0660606279421145,0.0012953787484950574,4.044319786184642
0.002,12.0,-0.34931337312330585,0.0015053019743617724,-0.3493439250047683,3.055188146244836e-05,0.0015053019743617724,-1.066478421652533,0.0012953796850840305,4.847562511445541
0.002,14.0,-0.34938123133094656,0.0015053019643629512,-0.34941185849663725,3.0627165690688685e-05,0.0015053019643629512,-1.066580452626137,0.0012953798799352767,5.651654528019227
0.002,16.0,-0.3494119341105404,0.001505301963045505,-0.3494426258132006,3.069170266023491e-05,0.001505301963045505,-1.0665946504113946,0.0012953800455653974,6.45549035897553
0.004,10.0,-0.3490514185152205,0.003011896214502985,-0.3491731135532805,0.00012169503806003235,0.003011896214502985,-1.0661889875437738,0.002591783592905572,4.044998440874978
0.004,12.0,-0.3492215767506727,0.003011896101962369,-0.3493439250047683,0.00012234825409557226,0.003011896101962369,-1.0666116266751369,0.002591785489284293,4.848665849545227
0.004,14.0,-0.34928873762603097,0.0030118960813180773,-0.34941185849663725,0.00012312087060628585,0.0030118960813180773,-1.0667168374497034,0.002591785916827738,5.653328789623289
0.004,16.0,-0.3493176522432601,0.003011896074682885,-0.3494426258132006,0.0001249735699405119,0.003011896074682885,-1.0667335133193103,0.002591785723341622,6.457904444283105
0.006,10.0,-0.34889905457785764,0.004521075761589416,-0.3491731135532805,0.00027405897542287505,0.004521075761589416,-1.0664029275411888,0.003890241333828315,4.046130909057754
0.006,12.0,-0.3490672671567956,0.004521075596051194,-0.3493439250047683,0.00027665784797270554,0.004521075596051194,-1.066833825184513,0.003890244210103866,4.850507878491935
0.006,14.0,-0.34912887144407345,0.004521075568266308,-0.34941185849663725,0.00028298705256379897,0.004521075568266308,-1.0669452604118739,0.0038902449712767684,5.656125578204164
0.006,16.0,-0.349139933111279,0.004521075586094048,-0.3494426258132006,0.00030269270192162523,0.004521075586094048,-1.066969605960856,0.0038902452725129155,6.461939730072396
