omega_M,match_radius_over_M,response_real,response_imag,static_response_real,correction_real,correction_imag,em_response_real,em_response_imag,basis_condition_number
0.002,10.0,-0.14411943746589165,0.0003963448757042798,-0.14415764022044897,3.820275455732047e-05,0.0003963448757042798,-3.4741499629496424,0.0004477225374266425,4.082631212405102
0.002,12.0,-0.1442466098485167,0.00039634486591477724,-0.1442850873124435,3.847746392679485e-05,0.00039634486591477724,-3.4771316454039103,0.00044772265760117946,4.877612635903748
0.002,14.0,-0.14430459414078822,0.0003963448645629697,-0.144343223297696,3.8629156907776796e-05,0.0003963448645629697,-3.4782852974021363,0.00044772265138748324,5.67681643833291
0.002,16.0,-0.14433343223798847,0.00039634484271111603,-0.14437217082683773,3.8738588849257516e-05,0.00039634484271111603,-3.4787831258699002,0.0004477222237815326,6.477421674692943
0.004,10.0,-0.144004803844396,0.0007932768187499661,-0.14415764022044897,0.00015283637605295608,0.0007932768187499661,-3.4744637911663445,0.0008960745558610483,4.083314030427197
0.004,12.0,-0.14413103841459196,0.0007932768079199626,-0.1442850873124435,0.00015404889785153308,0.0007932768079199626,-3.477454417809014,0.0008960749339950169,4.878722710554393
0.004,14.0,-0.14418810117553754,0.0007932768028808823,-0.144343223297696,0.00015512212215845755,0.0007932768028808823,-3.478613922604655,0.0008960743422150586,5.678499580653755
0.004,16.0,-0.1442150301799256,0.0007932767700871146,-0.14437217082683773,0.00015714064691213503,0.0007932767700871146,-3.4791161400153445,0.0008960748899369264,6.479846586149483
0.006,10.0,-0.1438135163201002,0.0011913836474324313,-0.14415764022044897,0.0003441239003487695,0.0011913836474324313,-3.4749868301330746,0.0013456860855480812,4.084453450345304
0.006,12.0,-0.1439371257059241,0.0011913836057866334,-0.1442850873124435,0.000347961606519398,0.0011913836057866334,-3.4779925939090037,0.0013456866300067816,4.8805759900188805
0.006,14.0,-0.14398831150939695,0.001191383634413512,-0.144343223297696,0.00035491178829905046,0.001191383634413512,-3.4791630248164425,0.0013456872600148273,5.681311208075174
0.006,16.0,-0.1439973183046086,0.0011913836433121716,-0.14437217082683773,0.0003748525222291299,0.0011913836433121716,-3.479677055494979,0.0013456881874365223,6.483899973568719
