model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.99,0.762102355330306,0.002,10.0,0.6311747214234451,-0.00014570465152985435,-1.6572960380045743e-05,-0.00014570465152985435,0.33461752063710515,5.575922770617581e-06,8.881784197001252e-16,5.551115123125783e-16,3.8711371321567314
hayward,0.99,0.762102355330306,0.002,12.0,0.631251488469136,-0.0001457046656980765,-1.6585804839763796e-05,-0.0001457046656980765,0.3346378336831477,5.575966378401631e-06,8.343678738167853e-15,1.0532500405730103e-15,4.671933895619739
hayward,0.99,0.762102355330306,0.002,14.0,0.6312725974224982,-0.00014570446110440116,-1.6599928795102414e-05,-0.00014570446110440116,0.3346435653810449,5.575930288159725e-06,7.971988878370802e-15,2.3714374201337736e-16,5.472315605328374
hayward,0.99,0.762102355330306,0.002,16.0,0.6312795501987107,-0.00014570465943108957,-1.663612028046657e-05,-0.00014570465943108957,0.3346454984723648,5.575844244987138e-06,2.673771110915334e-15,6.106226635438361e-16,6.272527963315194
hayward,0.99,0.762102355330306,0.004,10.0,0.6311249349865946,-0.0002927228797773296,-6.635939723054207e-05,-0.0002927228797773296,0.33461367046039747,1.1202292910184042e-05,7.160723346098895e-15,1.5700924586837751e-15,3.8717565878895455
hayward,0.99,0.762102355330306,0.004,12.0,0.6312015172063141,-0.0002927229109275231,-6.655706766167668e-05,-0.0002927229109275231,0.3346339626578807,1.1202238340501935e-05,1.7763568394002505e-15,4.965068306494546e-16,4.672945355860924
hayward,0.99,0.762102355330306,0.004,14.0,0.6312219894541045,-0.0002927233906575566,-6.72078971888368e-05,-0.0002927233906575566,0.3346396879221558,1.1202120244746538e-05,7.105427357601002e-15,5.978733960281817e-16,5.4738603627682885
hayward,0.99,0.762102355330306,0.004,16.0,0.6312268040289979,-0.0002927222650441763,-6.938228999331386e-05,-0.0002927222650441763,0.33464162447516976,1.1202066627191698e-05,3.552713678800501e-15,2.010699415441723e-15,6.274769524617868
hayward,0.99,0.762102355330306,0.006,10.0,0.6310415482582243,-0.0004423717901431701,-0.00014974612560081368,-0.0004423717901431701,0.3346072663863531,1.692957481935764e-05,5.329070518200751e-15,1.1102230246251565e-15,3.872790177250038
hayward,0.99,0.762102355330306,0.006,12.0,0.6311164688059421,-0.00044237189914042574,-0.000151605468033722,-0.00044237189914042574,0.33462752968455334,1.6929460404213614e-05,9.565974336450906e-15,2.220446049250313e-16,4.674633810577275
hayward,0.99,0.762102355330306,0.006,14.0,0.6311303276046658,-0.00044237203690045135,-0.00015886974662748798,-0.00044237203690045135,0.3346332660554019,1.6929256482001165e-05,9.565974336450906e-15,1.3322676295501878e-15,5.476440486697334
hayward,0.99,0.762102355330306,0.006,16.0,0.6311126156183207,-0.0004423723001139024,-0.00018357070067054337,-0.0004423723001139024,0.33463527312351715,1.6929522711706113e-05,3.972054645195637e-15,4.965068306494546e-16,6.2785158638184235
