model,ell_over_ell_ext,ell,omega_M,k_static,raw_delta_real,raw_delta_imag,k_unsubtracted_real,k_unsubtracted_imag,window_fit_rms,window_max_residual,maximum_omega_r,source_transform_condition,response_transform_condition,delta_k_real,delta_k_imag,k_metric_real,k_metric_imag
hayward,0.9,0.6928203230275509,0.002,0.42760331892076203,-2.8219715661989446e-05,-0.0014930501990608122,0.42757509920510006,-0.0014930501990608122,1.388503755685131e-09,1.9172705683403235e-09,0.032,33.94112300692998,8.485136342825117,-2.8219715661989446e-05,-0.0014930501990608122,0.42757509920510006,-0.0014930501990608122
hayward,0.9,0.6928203230275509,0.004,0.42760331892076203,-0.00011135352502250456,-0.002988482696651708,0.4274919653957395,-0.002988482696651708,7.034257848581129e-08,9.713027773892995e-08,0.064,33.94112300692998,8.485136342825117,-0.00011135352502250456,-0.002988482696651708,0.4274919653957395,-0.002988482696651708
hayward,0.9,0.6928203230275509,0.006,0.42760331892076203,-0.0002355822647530924,-0.004488682451778032,0.42736773665600897,-0.004488682451778032,7.914996399543769e-07,1.0929167157916246e-06,0.096,33.94112300692998,8.485136342825117,-0.0002355822647530924,-0.004488682451778032,0.42736773665600897,-0.004488682451778032
hayward,0.95,0.731310340973526,0.001,0.5331517667648312,-5.76795142790262e-06,-0.0003775461758943124,0.5331459988134033,-0.0003775461758943124,1.2709687868603933e-10,1.7549762024759882e-10,0.016,33.941122722846906,8.485134076747245,-5.76795142790262e-06,-0.0003775461758943124,0.5331459988134033,-0.0003775461758943124
hayward,0.95,0.731310340973526,0.002,0.5331517667648312,-2.305366948556936e-05,-0.0007553340668252597,0.5331287130953457,-0.0007553340668252597,1.4553315375814074e-09,2.00954755272114e-09,0.032,33.941122722846906,8.485134076747245,-2.305366948556936e-05,-0.0007553340668252597,0.5331287130953457,-0.0007553340668252597
hayward,0.95,0.731310340973526,0.003,0.5331517667648312,-5.1640763987350305e-05,-0.0011336050608235174,0.5331001260008439,-0.0011336050608235174,1.3050858156831216e-08,1.8020855999210655e-08,0.048,33.941122722846906,8.485134076747245,-5.1640763987350305e-05,-0.0011336050608235174,0.5331001260008439,-0.0011336050608235174
hayward,0.95,0.731310340973526,0.004,0.5331517667648312,-9.06944141310988e-05,-0.0015126013882525045,0.5330610723507001,-0.0015126013882525045,7.059243627089488e-08,9.74752857921537e-08,0.064,33.941122722846906,8.485134076747245,-9.06944141310988e-05,-0.0015126013882525045,0.5330610723507001,-0.0015126013882525045
hayward,0.95,0.731310340973526,0.005,0.5331517667648312,-0.00013803268323733808,-0.0018925645933153667,0.5330137340815939,-0.0018925645933153667,2.664051870592226e-07,3.678569988072398e-07,0.08,33.941122722846906,8.485134076747245,-0.00013803268323733808,-0.0018925645933153667,0.5330137340815939,-0.0018925645933153667
hayward,0.95,0.731310340973526,0.006,0.5331517667648312,-0.00018912394363099615,-0.002273737996665103,0.5329626428212002,-0.002273737996665103,7.919927039620872e-07,1.0935975473027201e-06,0.096,33.941122722846906,8.485134076747245,-0.00018912394363099615,-0.002273737996665103,0.5329626428212002,-0.002273737996665103
hayward,0.99,0.762102355330306,0.002,0.6311933446920934,-1.6580892004914547e-05,-0.00014570420962269805,0.6311767638000885,-0.00014570420962269805,1.4154615203594868e-09,1.9544943270679954e-09,0.032,33.94112248456721,8.485132175689339,-1.6580892004914547e-05,-0.00014570420962269805,0.6311767638000885,-0.00014570420962269805
hayward,0.99,0.762102355330306,0.004,0.6311933446920934,-6.482387081667974e-05,-0.00029272498858438456,0.6311285208212768,-0.00029272498858438456,7.07264550287778e-08,9.766034126571471e-08,0.064,33.94112248456721,8.485132175689339,-6.482387081667974e-05,-0.00029272498858438456,0.6311285208212768,-0.00029272498858438456
hayward,0.99,0.762102355330306,0.006,0.6311933446920934,-0.00013095334125411216,-0.00044237193502017494,0.6310623913508393,-0.00044237193502017494,7.929443916087784e-07,1.0949116544542363e-06,0.096,33.94112248456721,8.485132175689339,-0.00013095334125411216,-0.00044237193502017494,0.6310623913508393,-0.00044237193502017494
