ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
0.95,0.731310340973526,0.001,10.0,-0.49912747954921066,-0.0001367982244835364,1.1328059681403602e-06,-0.0001367982244835364,2.3311108475041578,0.00010136275994199195,2.220446049250313e-16,4.0191532645324824e-15,3.914427286508704
0.95,0.731310340973526,0.001,12.0,-0.4991280415775106,-0.0001367982318853933,1.1322922860990126e-06,-0.0001367982318853933,2.331152169895615,0.00010136272736360752,2.6668472207145996e-15,3.947541559759188e-15,4.711137526873896
0.95,0.731310340973526,0.001,14.0,-0.49912830073563497,-0.00013679820626277817,1.1320951495141784e-06,-0.00013679820626277817,2.331163106674753,0.00010136284720374533,4.3298697960381105e-15,3.469446951953614e-16,5.508838715504818
0.95,0.731310340973526,0.001,16.0,-0.49912841582970147,-0.0001367981866688961,1.1319202576354215e-06,-0.0001367981866688961,2.3311665831975668,0.0001013626841412929,4.440892098500626e-16,1.9220736113823023e-15,6.307149897087094
0.95,0.731310340973526,0.002,10.0,-0.49912408237861394,-0.00027367243819886866,4.529976564859872e-06,-0.00027367243819886866,2.3310653762986657,0.00020278258038786134,4.440892098500626e-16,1.3600232051658168e-15,3.914584391472587
0.95,0.731310340973526,0.002,12.0,-0.49912464861182176,-0.0002736724185496975,4.525257974952179e-06,-0.0002736724185496975,2.3311066221273116,0.0002027826162702695,7.021666937153402e-16,7.816041058999314e-16,4.711393623884408
0.95,0.731310340973526,0.002,14.0,-0.4991249192800561,-0.0002736724854406347,4.5135507283911025e-06,-0.0002736724854406347,2.3311175262449204,0.00020278266222817365,1.1322097734007351e-15,2.275957200481571e-15,5.509229223989136
0.95,0.731310340973526,0.002,16.0,-0.49912506978687354,-0.0002736725135834561,4.4779630855584784e-06,-0.0002736725135834561,2.331120992882031,0.0002027825764798763,1.2947314098277875e-15,9.682678848994769e-16,6.307715771058733
0.95,0.731310340973526,0.003,10.0,-0.49911842776469395,-0.00041069868181775604,1.0184590484851874e-05,-0.00041069868181775604,2.330989593513447,0.00030431659581608983,1.9984014443252818e-15,7.108895957933346e-16,3.9148463082741367
0.95,0.731310340973526,0.003,12.0,-0.4991190230773017,-0.0004106987001302187,1.0150792495000616e-05,-0.0004106987001302187,2.3310307131803114,0.00030431659618557205,4.905125646631375e-15,1.5100665727558131e-15,4.711820625407263
0.95,0.731310340973526,0.003,14.0,-0.49911939849729436,-0.00041069864625686847,1.003433349011651e-05,-0.00041069864625686847,2.331041574310177,0.0003043164470852844,1.790180836524724e-15,3.6637359812630166e-15,5.50988042666042
0.95,0.731310340973526,0.003,16.0,-0.49911990303315634,-0.0004106984797873636,9.644716802759135e-06,-0.0004106984797873636,2.331045049580279,0.0003043161782727566,2.9205407954182373e-15,2.7755575615628914e-15,6.308659561435442
0.95,0.731310340973526,0.004,10.0,-0.49911053699290364,-0.0005479530218552853,1.80753622751606e-05,-0.0005479530218552853,2.330883504025117,0.00040602205342565867,8.005932084973442e-16,6.280369834735101e-16,3.9152131496807745
0.95,0.731310340973526,0.004,12.0,-0.49911126591513444,-0.0005479530451415471,1.7907954662277348e-05,-0.0005479530451415471,2.3309244594052743,0.00040602220039431813,1.4043333874306805e-15,5.551115123125783e-16,4.71241879112254
0.95,0.731310340973526,0.004,14.0,-0.4991121704539412,-0.0005479530925871501,1.726237684329668e-05,-0.0005479530925871501,2.3309353043430647,0.0004060217696917334,1.4043333874306805e-15,2.808666774861361e-15,5.51079285611251
0.95,0.731310340973526,0.004,16.0,-0.49911447099638107,-0.0005479530279117739,1.5076753578036062e-05,-0.0005479530279117739,2.3309389303688945,0.0004060222789235013,4.6840360722841785e-15,2.7012892057857038e-15,6.309982268389484
0.95,0.731310340973526,0.005,10.0,-0.4991004609635983,-0.0006855116754582724,2.8151391580522045e-05,-0.0006855116754582724,2.3307471183753563,0.0005079560872331967,2.2644195468014703e-15,1.4432899320127035e-15,3.915685073516537
0.95,0.731310340973526,0.005,12.0,-0.4991016369273156,-0.0006855116466697453,2.7536942481143356e-05,-0.0006855116466697453,2.330787896113847,0.0005079561407796973,1.2994827337208943e-15,2.1094237467877974e-15,4.713188484426523
0.95,0.731310340973526,0.005,14.0,-0.49910434670294723,-0.0006855116201904821,2.5086127837248284e-05,-0.0006855116201904821,2.330798848682136,0.0005079562802166038,1.4043333874306805e-15,2.494915946531976e-15,5.511967257572476
0.95,0.731310340973526,0.005,16.0,-0.4991127914801692,-0.0006855118309205821,1.6756269789919287e-05,-0.0006855118309205821,2.3308030592005267,0.0005079575611830478,2.6645352591003757e-15,1.336885555457667e-15,6.311685291235294
0.95,0.731310340973526,0.006,10.0,-0.49908830095209833,-0.0008234509459068562,4.0311403080472985e-05,-0.0008234509459068562,2.330580453620783,0.0006101759804550966,2.288783399261119e-15,3.552713678800501e-15,3.9162622826117137
0.95,0.731310340973526,0.006,12.0,-0.4990906722091397,-0.0008234508994888756,3.850166065699767e-05,-0.0008234508994888756,2.3306210969447108,0.0006101761562149477,0.0,6.661338147750939e-16,4.714130172276065
0.95,0.731310340973526,0.006,14.0,-0.4990982364532104,-0.0008234509142397428,3.1196377574094214e-05,-0.0008234509142397428,2.330632476911788,0.0006101761095465008,8.881784197001252e-16,2.220446049250313e-16,5.51340458849681
0.95,0.731310340973526,0.006,16.0,-0.499123210589981,-0.0008234511194338268,6.337159978109241e-06,-0.0008234511194338268,2.330638319342185,0.0006101768346979952,1.88411095042053e-15,1.9984014443252818e-15,6.313770427504358
