model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.5,0.3849001794597505,0.001,10.0,0.039824127292376575,-0.0026324620477191085,-1.0084819968371461e-05,-0.0026324620477191085,0.04339400049013242,6.394794295190315e-05,3.469446951953614e-18,9.225917078699647e-18,3.8574006353500336
hayward,0.5,0.3849001794597505,0.001,12.0,0.03982967727365329,-0.0026324620409101072,-1.0085202275397775e-05,-0.0026324620409101072,0.043396762984431084,6.394794283582934e-05,3.469446951953614e-18,1.3688052427629493e-18,4.660529959220985
hayward,0.5,0.3849001794597505,0.001,14.0,0.03983119849788256,-0.0026324620407028702,-1.0085421786119875e-05,-0.0026324620407028702,0.04339753977018416,6.394794259121164e-05,6.938893903907228e-18,2.9747797107571028e-18,5.462463654077949
hayward,0.5,0.3849001794597505,0.001,16.0,0.039831700083919314,-0.002632462039474332,-1.0086001231118802e-05,-0.002632462039474332,0.04339780118949631,6.394794308129271e-05,2.220717083251841e-16,9.622294280808852e-19,6.263745537437274
hayward,0.5,0.3849001794597505,0.002,10.0,0.039793872463816674,-0.005265368962943016,-4.03396485282731e-05,-0.005265368962943016,0.04339526075788922,0.00012790708785055324,2.220446049250313e-16,8.549099130688858e-18,3.857554072998958
hayward,0.5,0.3849001794597505,0.002,12.0,0.03979941899582956,-0.005265368950084275,-4.034348009912536e-05,-0.005265368950084275,0.043398022941244264,0.00012790708740353582,6.938893903907228e-18,3.8463399601527365e-18,4.660780992186159
hayward,0.5,0.3849001794597505,0.002,14.0,0.03980093023603734,-0.0052653689496009945,-4.0353683631338955e-05,-0.0052653689496009945,0.04339879961742552,0.0001279070874198266,6.938893903907228e-18,6.411477009882777e-18,5.462847532508248
hayward,0.5,0.3849001794597505,0.002,16.0,0.039801398403295,-0.005265368951651479,-4.0387681855429125e-05,-0.005265368951651479,0.04339906102434067,0.00012790708761357267,2.220446049250313e-16,4.4181238528784306e-18,6.264303003894405
hayward,0.5,0.3849001794597505,0.003,10.0,0.03974344371098887,-0.007899165676767482,-9.076840135607833e-05,-0.007899165676767482,0.0433973613301872,0.00019188863877196705,2.220446049250313e-16,1.3877787807814457e-17,3.8578098742753286
hayward,0.5,0.3849001794597505,0.003,12.0,0.03974896331830568,-0.007899165657176084,-9.079915762300744e-05,-0.007899165657176084,0.04340012305547119,0.00019188863834345912,0.0,1.4608291590194766e-17,4.661199547098387
