model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.7,0.5388602512436507,0.002,10.0,0.15434552851444275,-0.003837423644352078,-3.770163989921804e-05,-0.003837423644352078,0.11883452058873215,0.00012020709582307582,0.0,2.5773072895922505e-17,3.8627490921174528
hayward,0.7,0.5388602512436507,0.002,12.0,0.15436614285458672,-0.0038374236395314343,-3.770682611003995e-05,-0.0038374236395314343,0.11884197246179674,0.00012020709650675115,2.2247786310271853e-16,1.6840507884718386e-17,4.665097276512679
hayward,0.7,0.5388602512436507,0.002,14.0,0.15437179072984208,-0.0038374236393607375,-3.771760409043701e-05,-0.0038374236393607375,0.11884407008424772,0.00012020709621200776,2.0816681711721685e-17,5.380439989124555e-17,5.466546130762251
hayward,0.7,0.5388602512436507,0.002,16.0,0.15437362549995612,-0.0038374236443781684,-3.775185404844561e-05,-0.0038374236443781684,0.11884477645792053,0.00012020709619606912,2.2247786310271853e-16,2.787728152484798e-17,6.267539013253055
hayward,0.7,0.5388602512436507,0.004,10.0,0.15423238970325587,-0.007678093831546495,-0.00015084045108609834,-0.007678093831546495,0.11883865862485646,0.00024051900585855823,3.356589068483857e-16,4.968675110728179e-17,3.86336545778676
hayward,0.7,0.5388602512436507,0.004,12.0,0.15425284322840943,-0.007678093817536147,-0.00015100645228732779,-0.007678093817536147,0.11884610453151474,0.00024051900637986345,2.2247786310271853e-16,1.1492543028346347e-17,4.666104927136801
hayward,0.7,0.5388602512436507,0.004,14.0,0.15425786381691542,-0.00767809381735296,-0.00015164451701710213,-0.00767809381735296,0.11884820124759933,0.00024051900660614078,1.1188630228279524e-16,2.5821316693507354e-17,5.468086408530419
hayward,0.7,0.5388602512436507,0.004,16.0,0.15425756422806636,-0.0076780938170963875,-0.00015381312593820695,-0.0076780938170963875,0.11884891159746527,0.0002405190076417013,0.0,4.119968255444917e-18,6.269775447113987
hayward,0.7,0.5388602512436507,0.006,10.0,0.15404352364099244,-0.011525259282221478,-0.00033970651334952473,-0.011525259282221478,0.11884556013424533,0.00036104062276676174,2.2887833992611187e-16,2.8189256484623115e-17,3.8643938888366587
hayward,0.7,0.5388602512436507,0.006,12.0,0.15406235485307984,-0.011525259267282317,-0.0003414948276169172,-0.011525259267282317,0.11885300019214515,0.00036104062328576325,2.220446049250313e-16,1.7265728115794366e-17,4.667787018775505
hayward,0.7,0.5388602512436507,0.006,14.0,0.1540607800665106,-0.011525259265169674,-0.00034872826742191054,-0.011525259265169674,0.11885511021641548,0.00036104062110464685,0.0,5.553824967135427e-18,5.4706590452375
hayward,0.7,0.5388602512436507,0.006,16.0,0.15403797383626944,-0.011525259294027035,-0.0003734035177351269,-0.011525259294027035,0.1188558729253497,0.0003610406184907933,2.237726045655905e-16,3.0791341698588326e-17,6.273513209929236
