model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.95,0.731310340973526,0.001,10.0,0.5330867469055491,-0.00037754618909335846,-5.762051476621011e-06,-0.00037754618909335846,0.2959098687883786,1.4168663347913224e-05,2.2211398302543545e-15,2.9801954830300774e-16,3.869783262630891
hayward,0.95,0.731310340973526,0.001,12.0,0.5331526127765013,-0.00037754618103935655,-5.76425769660549e-06,-0.00037754618103935655,0.2959279325203021,1.416866449244214e-05,2.220446049250313e-16,2.0698211737328604e-16,4.670708762801203
hayward,0.95,0.731310340973526,0.001,14.0,0.5331707258570924,-0.00037754619195062844,-5.765382935063457e-06,-0.00037754619195062844,0.2959330280224344,1.4168661449875941e-05,1.2212453270876722e-15,8.182674270850422e-18,5.471112821650404
hayward,0.95,0.731310340973526,0.001,16.0,0.5331767155526028,-0.00037754619194529937,-5.767076711515884e-06,-0.00037754619194529937,0.2959347458738854,1.416866064363198e-05,0.0,1.0950763977617565e-16,6.27126445418676
hayward,0.95,0.731310340973526,0.002,10.0,0.5330694585637986,-0.0007553339803632042,-2.3050393227141974e-05,-0.0007553339803632042,0.29590938346634355,2.834648879845858e-05,1.5582722720639762e-15,1.6883948721335656e-16,3.869937943490999
hayward,0.95,0.731310340973526,0.002,12.0,0.5331353152219231,-0.000755333996620422,-2.3061812274738358e-05,-0.000755333996620422,0.29592744251027264,2.8346490389852264e-05,4.577566798522237e-16,5.594315114139762e-17,4.670961311745295
hayward,0.95,0.731310340973526,0.002,14.0,0.5331534164272901,-0.0007553339947499182,-2.3074812737333694e-05,-0.0007553339947499182,0.2959325362101244,2.8346484715946474e-05,7.021666937153402e-16,1.9132356364418343e-16,5.4714984713348045
hayward,0.95,0.731310340973526,0.002,16.0,0.533159372409953,-0.0007553339661843239,-2.3110219361299755e-05,-0.0007553339661843239,0.29593425356475095,2.8346507296772572e-05,1.5543122344752192e-15,1.249000902703301e-16,6.271823939002363
hayward,0.95,0.731310340973526,0.003,10.0,0.5330406356223956,-0.0011336050612484883,-5.18733346301925e-05,-0.0011336050612484883,0.29590857519309804,4.2542644731691226e-05,1.2412670766236366e-15,0.0,3.8701958175831024
hayward,0.95,0.731310340973526,0.003,12.0,0.5331064562086305,-0.0011336050427317446,-5.192082556737532e-05,-0.0011336050427317446,0.2959266264161453,4.2542636788489574e-05,4.965068306494546e-16,9.367506770274758e-17,4.671382394612398
hayward,0.95,0.731310340973526,0.003,14.0,0.533124450246582,-0.0011336050234014294,-5.2040993445467976e-05,-0.0011336050234014294,0.295931717480885,4.254264705316757e-05,9.155133597044475e-16,3.122502256758253e-17,5.472141566400032
hayward,0.95,0.731310340973526,0.003,16.0,0.5331300527219955,-0.0011336049637389323,-5.2429907318796154e-05,-0.0011336049637389323,0.2959334343250217,4.254263982650386e-05,4.002966042486721e-16,2.0122792321330962e-16,6.272757064261845
hayward,0.95,0.731310340973526,0.004,10.0,0.533000254007896,-0.001512601274260561,-9.22549491297886e-05,-0.001512601274260561,0.295907444909607,5.6766302278354885e-05,5.978733960281817e-16,2.4444217419384483e-16,3.87055699387056
hayward,0.95,0.731310340973526,0.004,12.0,0.5330659316450261,-0.0015126012900275043,-9.244538917174694e-05,-0.0015126012900275043,0.2959254856731647,5.67662936390434e-05,2.220446049250313e-16,4.241815708566056e-16,4.6719722632671825
hayward,0.95,0.731310340973526,0.004,14.0,0.5330833979450649,-0.0015126012473629658,-9.309329496254293e-05,-0.0015126012473629658,0.2959305742706036,5.676630936468641e-05,1.7763568394002505e-15,7.473417450352271e-17,5.473042625036167
hayward,0.95,0.731310340973526,0.004,16.0,0.533087215555986,-0.001512601162811933,-9.526707332829787e-05,-0.001512601162811933,0.29593229512846153,5.676633764295502e-05,0.0,1.962615573354719e-16,6.2740648053634365
hayward,0.95,0.731310340973526,0.005,10.0,0.5329482593295793,-0.0018925648167211762,-0.00014424962744641334,-0.0018925648167211762,0.2959059940262465,7.102664135993919e-05,1.2212453270876722e-15,4.85722573273506e-17,3.8710216248530385
hayward,0.95,0.731310340973526,0.005,12.0,0.5330134810899656,-0.001892564774088612,-0.0001448959442322817,-0.001892564774088612,0.2959240225014188,7.102664084746024e-05,4.577566798522237e-16,1.5265566588595902e-16,4.672731270168782
hayward,0.95,0.731310340973526,0.005,14.0,0.5330291532998874,-0.0018925647614729257,-0.00014733794013999102,-0.0018925647614729257,0.2959291120318055,7.102664290536964e-05,2.3733857464271978e-15,3.2398021848425308e-16,5.474202372316054
hayward,0.95,0.731310340973526,0.005,16.0,0.5330268668831613,-0.0018925648192755773,-0.0001556157461530816,-0.0018925648192755773,0.29593085026502985,7.102665087410642e-05,1.7763568394002505e-15,2.636779683484747e-16,6.275748526961332
