model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.1,0.07698003589195011,0.002,10.0,2.2491223259468772e-05,-0.006362410079692128,-4.072911690481047e-05,-0.006362410079692128,0.0003482788427086046,3.3875254942092634e-05,1.1123893155135927e-16,4.1097074941115404e-19,3.8505389905094756
hayward,0.1,0.07698003589195011,0.002,12.0,2.2496326702608268e-05,-0.00636241005716599,-4.07331808308312e-05,-0.00636241005716599,0.0003483014551348594,3.3875254802762464e-05,1.1102230246251565e-16,3.876022766635678e-18,4.6546121320988085
hayward,0.1,0.07698003589195011,0.002,14.0,2.2488638303964133e-05,-0.006362410053861601,-4.0743404201604464e-05,-0.006362410053861601,0.00034830782183336667,3.3875254836620376e-05,6.938893903907228e-18,2.09328697103847e-18,5.457301132492843
hayward,0.1,0.07698003589195011,0.002,16.0,2.2455579266722698e-05,-0.0063624100578206595,-4.077733416614471e-05,-0.0063624100578206595,0.00034830997953000126,3.3875255033833675e-05,6.938893903907228e-18,7.430753129057122e-20,6.259253547058795
hayward,0.1,0.07698003589195011,0.004,10.0,-9.972220505759222e-05,-0.012728519595142554,-0.00016294254522187146,-0.012728519595142554,0.00034969146502624446,6.77709823555587e-05,1.3877787807814457e-17,3.376320502868685e-18,3.8511490648245092
hayward,0.1,0.07698003589195011,0.004,12.0,-9.98744404866849e-05,-0.012728519548714236,-0.00016310394802012437,-0.012728519548714236,0.0003497146025735311,6.777098204908437e-05,2.220446049250313e-16,7.934886020978422e-19,4.655611976221293
hayward,0.1,0.07698003589195011,0.004,14.0,-0.00010050735972558645,-0.0127285195457761,-0.00016373940223115505,-0.0127285195457761,0.0003497213731894954,6.777098202796118e-05,0.0,2.358139725155972e-18,5.458832147120136
hayward,0.1,0.07698003589195011,0.004,16.0,-0.0001026727708668177,-0.012728519550400727,-0.0001659056842996851,-0.012728519550400727,0.0003497243345039111,6.777098203143846e-05,0.0,3.4085885584699277e-18,6.261479302271608
hayward,0.1,0.07698003589195011,0.006,10.0,-0.00030368648961249774,-0.019102029811058924,-0.000366906829776777,-0.019102029811058924,0.00035204616680003945,0.00010170766596305148,2.237726045655905e-16,4.061871231065809e-18,3.8521669946978854
hayward,0.1,0.07698003589195011,0.006,12.0,-0.00030545404752779694,-0.019102029749415012,-0.0003686835550612364,-0.019102029749415012,0.00035207076233854023,0.00010170766552524915,0.0,2.557085709640757e-19,4.657281030878282
hayward,0.1,0.07698003589195011,0.006,14.0,-0.00031267540538391534,-0.01910202975737303,-0.00037590744788948394,-0.01910202975737303,0.00035208033033596795,0.00010170766557873764,2.7755575615628914e-17,4.370558682921689e-19,5.4613893047669695
hayward,0.1,0.07698003589195011,0.006,16.0,-0.00033733510229259347,-0.019102029780800722,-0.0004005680157254609,-0.019102029780800722,0.0003520911880968288,0.00010170766574909876,0.0,1.3189888700125507e-18,6.265199208141532
