model,ell_over_ell_ext,ell_over_M,omega_M,static_response_over_M5,direct_ratio_zero_real,direct_ratio_real,direct_ratio_imag,dynamic_response_over_M5,finite_frequency_correction_over_M5,static_match_residual,dynamic_match_residual,maximum_omega_r
fan_wang,0.1,0.02962962962962963,0.004,0.0033694909824226473,0.0033694909824226473,0.004047696197968391,0.03384215839906135,0.004047696197968391,0.0006782052155457434,1.938262109840716e-09,5.844537529366153e-10,0.064
fan_wang,0.1,0.02962962962962963,0.006,0.0033694909824226473,0.0033694909824226473,0.004895560775582842,0.05079086086599775,0.004895560775582842,0.0015260697931601948,1.938262109840716e-09,1.4110158846159472e-09,0.096
fan_wang,0.2,0.05925925925925926,0.002,0.009542432034151843,0.009542432034151843,0.009661518603114332,0.01068725394477188,0.009661518603114332,0.00011908656896248912,4.358585273950277e-09,1.4656955359734905e-09,0.032
fan_wang,0.2,0.05925925925925926,0.004,0.009542432034151843,0.009542432034151843,0.010018863074714479,0.021381582828934168,0.010018863074714479,0.00047643104056263597,4.358585273950277e-09,1.6250947630992798e-09,0.064
fan_wang,0.2,0.05925925925925926,0.006,0.009542432034151843,0.009542432034151843,0.010614522571824868,0.032090066433653475,0.010614522571824868,0.0010720905376730254,4.358585273950277e-09,2.6926125503939215e-09,0.096
fan_wang,0.3,0.08888888888888888,0.002,0.013873627533151316,0.013873627533151316,0.013954104471591313,0.006383288145406294,0.013954104471591313,8.047693843999705e-05,5.251118114987796e-09,1.8987948418058902e-09,0.032
fan_wang,0.3,0.08888888888888888,0.004,0.013873627533151316,0.013873627533151316,0.014195627657866094,0.012770879304270757,0.014195627657866094,0.0003220001247147778,5.251118114987796e-09,2.0261516625389437e-09,0.064
fan_wang,0.3,0.08888888888888888,0.006,0.013873627533151316,0.013873627533151316,0.01459824229629971,0.019167079463750254,0.01459824229629971,0.0007246147631483936,5.251118114987796e-09,3.152356259210831e-09,0.096
fan_wang,0.4,0.11851851851851852,0.002,0.01336861391978523,0.01336861391978523,0.013420363305813107,0.0035447468716484623,0.013420363305813107,5.174938602787657e-05,4.586816820459361e-09,1.7065790118930372e-09,0.032
fan_wang,0.4,0.11851851851851852,0.004,0.01336861391978523,0.01336861391978523,0.01357568779078922,0.007091942664457019,0.01357568779078922,0.00020707387100398975,4.586816820459361e-09,1.8554307405550116e-09,0.064
