model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
fan_wang,0.99,0.29333333333333333,0.002,10.0,2.3314415300556135,-7.610901775478851e-08,3.0538194693008336e-06,-7.610901775478851e-08,0.48696114044678396,4.3466457100294065e-09,2.1363599072362985e-13,1.5660442518084414e-14,4.06817755514288
fan_wang,0.99,0.29333333333333333,0.002,12.0,2.331454923056924,-7.743710739305243e-08,3.045418168312608e-06,-7.743710739305243e-08,0.48696405060186976,4.082664872839814e-09,6.039613253960852e-14,3.4416913763379853e-15,4.852531094026424
fan_wang,0.99,0.29333333333333333,0.002,14.0,2.3314587412834555,-7.676862878724933e-08,3.0547354583632114e-06,-7.676862878724933e-08,0.4869648782396112,4.483240445551928e-09,9.414691248821327e-14,6.060638241914243e-15,5.642386840379146
fan_wang,0.99,0.29333333333333333,0.002,16.0,2.3314599848346518,-8.035294740693644e-08,2.9887998209687794e-06,-8.035294740693644e-08,0.48696515335331014,3.866688302878174e-09,3.552713678800501e-14,2.673771110915334e-15,6.435217138631418
fan_wang,0.99,0.29333333333333333,0.004,10.0,2.3314506564375392,-1.539976892672712e-07,1.2180201395040058e-05,-1.539976892672712e-07,0.48696395368249057,8.591712230554549e-09,1.103058955909832e-13,7.993605777301127e-15,4.068796973255016
fan_wang,0.99,0.29333333333333333,0.004,12.0,2.33146390691752,-1.4929855751688592e-07,1.20292787642029e-05,-1.4929855751688592e-07,0.4869668647879166,8.369056558876764e-09,4.973799150320701e-14,2.220446049250313e-15,4.853559348333332
fan_wang,0.99,0.29333333333333333,0.004,14.0,2.3314671218014382,-1.449000137654366e-07,1.1435253441050008e-05,-1.449000137654366e-07,0.4869677004846267,8.350639291165862e-09,7.815970093361102e-14,0.0,5.643967675106018
fan_wang,0.99,0.29333333333333333,0.004,16.0,2.3314663940176388,-1.4538113646267448e-07,9.39798280796822e-06,-1.4538113646267448e-07,0.4869680186831431,7.2704438025539275e-09,1.4210854715202004e-14,2.8435583831733384e-15,6.4375169084894015
fan_wang,0.99,0.29333333333333333,0.006,10.0,2.3314656292512836,-2.2726408133166842e-07,2.7153015139447234e-05,-2.2726408133166842e-07,0.48696865291924496,1.3022827261011116e-08,1.7053025658242404e-13,2.4046518324426962e-14,4.069830594255116
fan_wang,0.99,0.29333333333333333,0.006,12.0,2.331477401262873,-2.2815584088675678e-07,2.552362411734066e-05,-2.2815584088675678e-07,0.48697159690794933,1.291118678636849e-08,8.038873388460929e-14,1.03578512786223e-14,4.855275999165422
fan_wang,0.99,0.29333333333333333,0.006,14.0,2.33147469470498,-2.2445192371378653e-07,1.9008156982636137e-05,-2.2445192371378653e-07,0.4869725712761124,1.1090833140769973e-08,1.4210854715202004e-14,1.1682163181672949e-14,5.646608322648652
fan_wang,0.99,0.29333333333333333,0.006,16.0,2.3314534968156977,-2.2217091100174002e-07,-3.4992191331184586e-06,-2.2217091100174002e-07,0.4869733419268698,9.736254469316918e-09,3.126388037344441e-13,2.1390168887322673e-14,6.441360951327262
