model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.9,0.6928203230275509,0.002,10.0,0.42751587896650567,-0.0014930501962622245,-2.8222791333076813e-05,-0.0014930501962622245,0.2518312490686903,5.4506608389626177e-05,6.684427777288335e-16,4.8206901080671317e-17,3.8684552531263754
hayward,0.9,0.6928203230275509,0.002,12.0,0.42756966303920896,-0.0014930501955743303,-2.823231306203766e-05,-0.0014930501955743303,0.25184671443817386,5.450660690942133e-05,2.482534153247273e-16,2.6020852139652106e-17,4.66975733815225
hayward,0.9,0.6928203230275509,0.002,14.0,0.4275844371882467,-0.0014930501966263776,-2.8244650818409767e-05,-0.0014930501966263776,0.2518510745098212,5.4506598012316054e-05,2.2887833992611187e-16,1.7737547541862853e-16,5.470485677006857
hayward,0.9,0.6928203230275509,0.002,16.0,0.4275892909085978,-0.0014930501937495677,-2.8279823569177243e-05,-0.0014930501937495677,0.25185254404309537,5.4506605045079315e-05,6.684427777288335e-16,1.298561031367714e-16,6.270950407210897
hayward,0.9,0.6928203230275509,0.004,10.0,0.4274311640620928,-0.0029884826938326725,-0.00011293769574594048,-0.0029884826938326725,0.25183116615383605,0.00010910164662780719,6.753223014464259e-16,7.112366251504909e-17,3.8690737868161476
hayward,0.9,0.6928203230275509,0.004,12.0,0.4274847743933591,-0.0029884826891892757,-0.00011312095891191642,-0.0029884826891892757,0.251846616345512,0.00010910164756561258,1.1322097734007351e-15,1.5155765850776361e-16,4.670767645940845
hayward,0.9,0.6928203230275509,0.004,14.0,0.4274989156740494,-0.002988482712114937,-0.00011376616501568293,-0.002988482712114937,0.2518509724425589,0.00010910165430288998,6.661338147750939e-16,4.224327714674015e-17,5.472029069537698
hayward,0.9,0.6928203230275509,0.004,16.0,0.42750163213068537,-0.0029884827180506335,-0.00011593860148162438,-0.0029884827180506335,0.2518524457350735,0.00010910163967314812,0.0,1.734723475976807e-18,6.273190399325629
hayward,0.9,0.6928203230275509,0.006,10.0,0.4272896294146693,-0.004488682351698969,-0.0002544723431694429,-0.004488682351698969,0.2518310368838369,0.00016387365711567625,2.220446049250313e-16,5.594315114139762e-17,3.870105836903213
hayward,0.9,0.6928203230275509,0.006,12.0,0.42734159516730896,-0.004488682356514673,-0.0002563001849620328,-0.004488682356514673,0.2518464670257048,0.00016387365698911083,4.440892098500626e-16,1.3877787807814457e-17,4.6724541756329945
hayward,0.9,0.6928203230275509,0.006,14.0,0.42734912992582696,-0.004488682375919595,-0.00026355191323812477,-0.004488682375919595,0.25185083530116886,0.00016387366089265498,6.753223014464259e-16,9.469747252991005e-17,5.474606912029845
hayward,0.9,0.6928203230275509,0.006,16.0,0.4273293292260649,-0.004488682327614235,-0.00028824150610207155,-0.004488682327614235,0.25185237373653746,0.00016387367810111186,6.661338147750939e-16,9.71445146547012e-17,6.276934113633698
