model,ell_over_ell_ext,ell,omega_M,k_static,raw_delta_real,raw_delta_imag,k_unsubtracted_real,k_unsubtracted_imag,window_fit_rms,window_max_residual,maximum_omega_r,source_transform_condition,response_transform_condition,k_direct_real
fan_wang,0.2,0.05925925925925926,0.004,0.019852949018660023,-0.00010475243268071265,-0.007603248173077891,0.01974819658597931,-0.007603248173077891,6.846179407807724e-08,9.453325733081268e-08,0.064,80.49840547500114,20.124383255557067,0.01974819658597931
fan_wang,0.2,0.05925925925925926,0.006,0.019852949018660023,-0.00022091661365381625,-0.011410490988587393,0.019632032405006206,-0.011410490988587393,7.774494204161958e-07,1.0735159239040309e-06,0.096,80.49840547500114,20.124383255557067,0.019632032405006206
fan_wang,0.3,0.08888888888888888,0.002,0.06700569080061719,-2.0773039395433458e-05,-0.0027346429457801463,0.06698491776122176,-0.0027346429457801463,1.0925599387421674e-09,1.5086261064271292e-09,0.032,65.72665301641753,16.431487008101442,0.06698491776122176
fan_wang,0.3,0.08888888888888888,0.004,0.06700569080061719,-8.15882944121621e-05,-0.005470934818334525,0.06692410250620502,-0.005470934818334525,6.789028796652e-08,9.374411157383631e-08,0.064,65.72665301641753,16.431487008101442,0.06692410250620502
fan_wang,0.3,0.08888888888888888,0.006,0.06700569080061719,-0.000168923999659558,-0.008210525491620622,0.06683676680095763,-0.008210525491620622,7.71367326900267e-07,1.0651176614980922e-06,0.096,65.72665301641753,16.431487008101442,0.06683676680095763
fan_wang,0.4,0.11851851851851852,0.002,0.1588050205574083,-1.5779491930583405e-05,-0.0018524014036860837,0.15878924106547773,-0.0018524014036860837,1.1003186305352122e-09,1.5193394454195222e-09,0.032,56.92093242359386,14.230082119673577,0.15878924106547773
fan_wang,0.4,0.11851851851851852,0.004,0.1588050205574083,-6.162683115588821e-05,-0.0037059513728321574,0.15874339372625243,-0.0037059513728321574,6.741891329396542e-08,9.309322908059834e-08,0.064,56.92093242359386,14.230082119673577,0.15874339372625243
fan_wang,0.4,0.11851851851851852,0.006,0.1588050205574083,-0.00012413685312938336,-0.005561799171262239,0.15868088370427894,-0.005561799171262239,7.653877200028208e-07,1.056860914429299e-06,0.096,56.92093242359386,14.230082119673577,0.15868088370427894
fan_wang,0.5,0.14814814814814814,0.001,0.3100723668543024,-2.885841721571342e-06,-0.0005794950267885493,0.3100694810125808,-0.0005794950267885493,5.606211502390136e-11,7.74115609667115e-11,0.016,50.91161142301607,12.727769326921168,0.3100694810125808
fan_wang,0.5,0.14814814814814814,0.002,0.3100723668543024,-1.1520937769979911e-05,-0.0011590835141810426,0.31006084591653243,-0.0011590835141810426,1.091466037499062e-09,1.5071156282244614e-09,0.032,50.91161142301607,12.727769326921168,0.31006084591653243
fan_wang,0.5,0.14814814814814814,0.003,0.3100723668543024,-2.5696325932453044e-05,-0.001738858888386318,0.3100466705283699,-0.001738858888386318,1.2021268107394634e-08,1.659917983076349e-08,0.048,50.91161142301607,12.727769326921168,0.3100466705283699
fan_wang,0.5,0.14814814814814814,0.004,0.3100723668543024,-4.4605099524255574e-05,-0.0023189147287904534,0.31002776175477814,-0.0023189147287904534,6.694738567059735e-08,9.244213539018115e-08,0.064,50.91161142301607,12.727769326921168,0.31002776175477814
fan_wang,0.5,0.14814814814814814,0.005,0.3100723668543024,-6.614637126032724e-05,-0.002899344432087362,0.31000622048304205,-0.002899344432087362,2.546594958890744e-07,3.516383404902723e-07,0.08,50.91161142301607,12.727769326921168,0.31000622048304205
fan_wang,0.5,0.14814814814814814,0.006,0.3100723668543024,-8.596241560462446e-05,-0.003480241753732436,0.3099864044386978,-0.003480241753732436,7.594344177489619e-07,1.0486404892781388e-06,0.096,50.91161142301607,12.727769326921168,0.3099864044386978
fan_wang,0.6,0.17777777777777776,0.002,0.5355710155253514,-7.900024325733736e-06,-0.0006489978846971267,0.5355631155010256,-0.0006489978846971267,1.17744242794187e-09,1.625833350293306e-09,0.032,46.47571199959194,11.618807528723208,0.5355631155010256
fan_wang,0.6,0.17777777777777776,0.004,0.5355710155253514,-3.013685179271603e-05,-0.0012984390799329604,0.5355408786735586,-0.0012984390799329604,6.655412548368966e-08,9.189911476170007e-08,0.064,46.47571199959194,11.618807528723208,0.5355408786735586
fan_wang,0.6,0.17777777777777776,0.006,0.5355710155253514,-5.353436248453846e-05,-0.0019487673640651755,0.5355174811628668,-0.0019487673640651755,7.535793348305704e-07,1.0405556871243145e-06,0.096,46.47571199959194,11.618807528723208,0.5355174811628668
fan_wang,0.7,0.20740740740740737,0.002,0.8499984846800578,-4.790028909152915e-06,-0.000306517828636736,0.8499936946511486,-0.000306517828636736,1.1799417182791493e-09,1.629284414638074e-09,0.032,43.02813037909257,10.756922411690395,0.8499936946511486
fan_wang,0.7,0.20740740740740737,0.004,0.8499984846800578,-1.770810445349027e-05,-0.0006132641492812512,0.8499807765756043,-0.0006132641492812512,6.608292678714896e-08,9.124847525928095e-08,0.064,43.02813037909257,10.756922411690395,0.8499807765756043
fan_wang,0.7,0.20740740740740737,0.006,0.8499984846800578,-2.5692006707983592e-05,-0.0009204676310278946,0.8499727926733498,-0.0009204676310278946,7.475808768653745e-07,1.032272910167497e-06,0.096,43.02813037909257,10.756922411690395,0.8499727926733498
fan_wang,0.8,0.23703703703703705,0.001,1.2679851066497514,-5.129572283027074e-07,-5.356490802233726e-05,1.2679845936925231,-5.356490802233726e-05,1.6174724895010112e-11,2.233434649225915e-11,0.016,40.24911250616011,10.06217635394694,1.2679845936925231
fan_wang,0.8,0.23703703703703705,0.002,1.2679851066497514,-2.0234733791820984e-06,-0.00010714133010909357,1.2679830831763723,-0.00010714133010909357,1.2607556820379525e-09,1.740873766547822e-09,0.032,40.24911250616011,10.06217635394694,1.2679830831763723
fan_wang,0.8,0.23703703703703705,0.003,1.2679851066497514,-4.33151181857269e-06,-0.00016074081311552007,1.2679807751379328,-0.00016074081311552007,1.2057349651584305e-08,1.6649001865773627e-08,0.048,40.24911250616011,10.06217635394694,1.2679807751379328
fan_wang,0.8,0.23703703703703705,0.004,1.2679851066497514,-6.653196560252104e-06,-0.00021437532076881637,1.267978453453191,-0.00021437532076881637,6.55796952739505e-08,9.055360427648685e-08,0.064,40.24911250616011,10.06217635394694,1.267978453453191
fan_wang,0.8,0.23703703703703705,0.005,1.2679851066497514,-6.935036175707929e-06,-0.0002680556307324649,1.2679781716135756,-0.0002680556307324649,2.490806779454355e-07,3.439350099046537e-07,0.08,40.24911250616011,10.06217635394694,1.2679781716135756
fan_wang,0.8,0.23703703703703705,0.006,1.2679851066497514,-9.377706721148211e-07,-0.00032179405431558196,1.2679841688790794,-0.00032179405431558196,7.416997445585541e-07,1.0241521385569262e-06,0.096,40.24911250616011,10.06217635394694,1.2679841688790794
fan_wang,0.9,0.26666666666666666,0.002,1.8040988168736625,6.073788880412268e-07,-1.842726168677315e-05,1.8040994242525505,-1.842726168677315e-05,8.795609395347193e-10,1.2145133173145793e-09,0.032,37.94720913284763,9.486707578131846,1.8040994242525505
fan_wang,0.9,0.26666666666666666,0.004,1.8040988168736625,3.854474248877316e-06,-3.687652746549688e-05,1.8041026713479114,-3.687652746549688e-05,6.513069286766422e-08,8.993361380461505e-08,0.064,37.94720913284763,9.486707578131846,1.8041026713479114
fan_wang,0.9,0.26666666666666666,0.006,1.8040988168736625,2.2583614823463788e-05,-5.5368189635073455e-05,1.804121400488486,-5.5368189635073455e-05,7.357363003712129e-07,1.015917709244474e-06,0.096,37.94720913284763,9.486707578131846,1.804121400488486
fan_wang,0.95,0.28148148148148144,0.001,2.1209913269687726,4.831236942317845e-07,-1.6729851524720456e-06,2.120991810092467,-1.6729851524720456e-06,3.37893716628505e-11,4.6656962608595765e-11,0.016,36.935091964129896,9.233681428120594,2.120991810092467
fan_wang,0.95,0.28148148148148144,0.002,2.1209913269687726,1.951633199344129e-06,-3.3462340717814987e-06,2.120993278601972,-3.3462340717814987e-06,1.9063272527130274e-09,2.6322904207241396e-09,0.032,36.935091964129896,9.233681428120594,2.120993278601972
fan_wang,0.95,0.28148148148148144,0.003,2.1209913269687726,4.596465117471181e-06,-5.0215765003388685e-06,2.12099592343389,-5.0215765003388685e-06,1.1267689009305945e-08,1.555862447053004e-08,0.048,36.935091964129896,9.233681428120594,2.12099592343389
fan_wang,0.95,0.28148148148148144,0.004,2.1209913269687726,9.210089697292896e-06,-6.698442730556668e-06,2.1210005370584697,-6.698442730556668e-06,6.436710998953075e-08,8.887924504779133e-08,0.064,36.935091964129896,9.233681428120594,2.1210005370584697
fan_wang,0.95,0.28148148148148144,0.005,2.1209913269687726,1.780702352245381e-05,-8.377633456262802e-06,2.121009133992295,-8.377633456262802e-06,2.461281769855593e-07,3.398581443073025e-07,0.08,36.935091964129896,9.233681428120594,2.121009133992295
fan_wang,0.95,0.28148148148148144,0.006,2.1209913269687726,3.457396242239726e-05,-1.006130216526497e-05,2.121025900931195,-1.006130216526497e-05,7.334209969057081e-07,1.01272069722848e-06,0.096,36.935091964129896,9.233681428120594,2.121025900931195
fan_wang,0.99,0.29333333333333333,0.002,2.3995985353534968,3.1247499582092875e-06,-7.480016137398591e-08,2.399601660103455,-7.480016137398591e-08,9.34820246165234e-09,1.290816346237357e-08,0.032,36.18122786429305,9.04521775916716,2.399601660103455
fan_wang,0.99,0.29333333333333333,0.004,2.3995985353534968,1.3743397324784966e-05,-1.3384012511226134e-07,2.3996122787508214,-1.3384012511226134e-07,6.636158796895739e-08,9.163325555260661e-08,0.064,36.18122786429305,9.04521775916716,2.3996122787508214
fan_wang,0.99,0.29333333333333333,0.006,2.3995985353534968,4.459347597781839e-05,-2.2899512102973327e-07,2.3996431288294744,-2.2899512102973327e-07,7.403155935243079e-07,1.0222408783034167e-06,0.096,36.18122786429305,9.04521775916716,2.3996431288294744
