model,ell_over_ell_ext,ell,omega_M,k_static,metric_ratio_real,metric_ratio_imag,metric_ratio_static_real,metric_ratio_static_imag,delta_real,delta_imag,k_dynamic_real,k_dynamic_imag,window_fit_rms,window_max_residual,k_direct_real,raw_delta_real
fan_wang,0.0,0.0,0.002,0.0,-0.9847619071341085,0.004266998045261504,-0.9843520455797109,0.0,0.00040986155439759475,-0.004266998045261504,0.00040986155439759475,-0.004266998045261504,1.3628233349907682e-09,1.8818105887307895e-09,0.00040986155439759475,0.00040986155439759475
fan_wang,0.0,0.0,0.004,0.0,-0.9847158675066197,0.008536512964672746,-0.9843520455797109,0.0,0.00036382192690875836,-0.008536512964672746,0.00036382192690875836,-0.008536512964672746,5.5948180236562594e-08,7.725423779373955e-08,0.00036382192690875836,0.00036382192690875836
fan_wang,0.0,0.0,0.006,0.0,-0.9846504153104398,0.012811062997272903,-0.9843520455797109,0.0,0.00029836973072894235,-0.012811062997272903,0.00029836973072894235,-0.012811062997272903,6.181474999805937e-07,8.535490118384224e-07,0.00029836973072894235,0.00029836973072894235
fan_wang,0.1,0.02962962962962963,0.002,0.005678307779997435,-1.2188117904356992,0.0033834698487559913,-1.2183497015627687,0.0,0.0004620888729305328,-0.0033834698487559913,0.006140396652927968,-0.0033834698487559913,1.2998949277606848e-09,1.7949179299633246e-09,0.006140396652927968,0.0004620888729305328
fan_wang,0.1,0.02962962962962963,0.004,0.005678307779997435,-1.2187789800136117,0.006768957534709725,-1.2183497015627687,0.0,0.0004292784508430625,-0.006768957534709725,0.006107586230840498,-0.006768957534709725,5.537531188305638e-08,7.646321102896097e-08,0.006107586230840498,0.0004292784508430625
fan_wang,0.1,0.02962962962962963,0.006,0.005678307779997435,-1.218735491308686,0.010158482007689795,-1.2183497015627687,0.0,0.00038578974591740867,-0.010158482007689795,0.006064097525914844,-0.010158482007689795,6.135839000998208e-07,8.472475123277338e-07,0.006064097525914844,0.00038578974591740867
fan_wang,0.2,0.05925925925925926,0.002,0.04601264753181697,-1.4755947915896173,0.002623435484024015,-1.4750643092034967,0.0,0.0005304823861205232,-0.002623435484024015,0.04654312991793749,-0.002623435484024015,1.2346107043781933e-09,1.7047723185074319e-09,0.04654312991793749,0.0005304823861205232
fan_wang,0.2,0.05925925925925926,0.004,0.04601264753181697,-1.4755757789648618,0.005248459189240249,-1.4750643092034967,0.0,0.0005114697613650687,-0.005248459189240249,0.04652411729318204,-0.005248459189240249,5.4799234020429245e-08,7.566775251717757e-08,0.04652411729318204,0.0005114697613650687
fan_wang,0.2,0.05925925925925926,0.006,0.04601264753181697,-1.4755552013481787,0.007876660229956712,-1.4750643092034967,0.0,0.0004908921446820091,-0.007876660229956712,0.04650353967649898,-0.007876660229956712,6.089795615675313e-07,8.408897601657722e-07,0.04650353967649898,0.0004908921446820091
fan_wang,0.3,0.08888888888888888,0.002,0.15726223710794124,-1.7541314639518346,0.0019785759055336908,-1.7535037883497036,0.0,0.0006276756021310614,-0.0019785759055336908,0.1578899127100723,-0.0019785759055336908,1.1964076951553104e-09,1.652020927019514e-09,0.1578899127100723,0.0006276756021310614
fan_wang,0.3,0.08888888888888888,0.004,0.15726223710794124,-1.7541274819116015,0.00395837417849298,-1.7535037883497036,0.0,0.0006236935618979533,-0.00395837417849298,0.1578859306698392,-0.00395837417849298,5.4288828214419365e-08,7.496297514385795e-08,0.1578859306698392,0.0006236935618979533
fan_wang,0.3,0.08888888888888888,0.006,0.15726223710794124,-1.7541318696671413,0.005940617900325921,-1.7535037883497036,0.0,0.0006280813174377453,-0.005940617900325921,0.15789031842537898,-0.005940617900325921,6.044251659028139e-07,8.346009699995628e-07,0.15789031842537898,0.0006280813174377453
fan_wang,0.4,0.11851851851851852,0.002,0.377404799551196,-2.0539491509076457,0.0014405292401020436,-2.0531789285529602,0.0,0.0007702223546854903,-0.0014405292401020436,0.3781750219058815,-0.0014405292401020436,1.1426827851494824e-09,1.5778366201200134e-09,0.3781750219058815,0.0007702223546854903
fan_wang,0.4,0.11851851851851852,0.004,0.377404799551196,-2.0539620173406217,0.00288197329293536,-2.0531789285529602,0.0,0.0007830887876614234,-0.00288197329293536,0.3781878883388574,-0.00288197329293536,5.376667281227157e-08,7.424197372016446e-08,0.3781878883388574,0.0007830887876614234
fan_wang,0.4,0.11851851851851852,0.006,0.377404799551196,-2.0539944011490565,0.004325247467197937,-2.0531789285529602,0.0,0.0008154725960962672,-0.004325247467197937,0.37822027214729226,-0.004325247467197937,5.999070847026461e-07,8.283623234889068e-07,0.37822027214729226,0.0008154725960962672
fan_wang,0.5,0.14814814814814814,0.002,0.7460815195120083,-2.3750056604851544,0.001000989275554213,-2.3740269300924353,0.0,0.0009787303927191182,-0.001000989275554213,0.7470602499047274,-0.001000989275554213,1.1308748103085193e-09,1.561531959407142e-09,0.7470602499047274,0.0009787303927191182
fan_wang,0.5,0.14814814814814814,0.004,0.7460815195120083,-2.375037703418939,0.0020026388224261174,-2.3740269300924353,0.0,0.0010107733265036778,-0.0020026388224261174,0.747092292838512,-0.0020026388224261174,5.335328723969531e-08,7.367116360284098e-08,0.747092292838512,0.0010107733265036778
fan_wang,0.5,0.14814814814814814,0.006,0.7460815195120083,-2.3751019637196786,0.003005609309076481,-2.3740269300924353,0.0,0.0010750336272433714,-0.003005609309076481,0.7471565531392517,-0.003005609309076481,5.955800476520251e-07,8.223874741222644e-07,0.7471565531392517,0.0010750336272433714
fan_wang,0.6,0.17777777777777776,0.002,1.3045183760503467,-2.717621829097391,0.0006517164823470439,-2.7163436517310666,0.0,0.0012781773663244067,-0.0006517164823470439,1.3057965534166711,-0.0006517164823470439,1.181863218313149e-09,1.6319376558910338e-09,1.3057965534166711,0.0012781773663244067
fan_wang,0.6,0.17777777777777776,0.004,1.3045183760503467,-2.7176758176636833,0.0013038866866182286,-2.7163436517310666,0.0,0.0013321659326166468,-0.0013038866866182286,1.3058505419829634,-0.0013038866866182286,5.3144073616321074e-08,7.338227772768283e-08,1.3058505419829634,0.0013321659326166468
