model,ell_over_ell_ext,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,1e-05,0.0025,10.0,-0.9839702021779299,0.005334162804375084,2.4665495176101615e-05,0.005334162804375084,1.7441113099100767e-08,-1.2544856960839786e-08,0.0,5.296540228972842e-24,3.973363309821638
hayward,1e-05,0.0025,12.0,-0.9841990378293723,0.005334162255138351,2.4666410542883987e-05,0.005334162255138351,9.32834989342516e-09,-1.254488509463381e-08,2.2215299868541707e-16,2.6418232570671992e-23,4.789750023220151
hayward,1e-05,0.0025,14.0,-0.9842814388696661,0.0053341621743914075,2.468754734874512e-05,0.0053341621743914075,5.49346171948616e-09,-1.2544891838560754e-08,2.2215299868541707e-16,1.2825051277054363e-23,5.601474834923067
hayward,1e-05,0.0025,16.0,-0.9843158301866882,0.005334162158219281,2.4782559409297633e-05,0.005334162158219281,3.4875005405120253e-09,-1.254489117808319e-08,6.938893903907228e-18,2.2679923147723918e-23,6.410359112176808
hayward,1e-05,0.003,10.0,-0.9839593476481127,0.00640142795049807,3.552002499329632e-05,0.00640142795049807,1.751747033145534e-08,-1.5054819367314908e-08,1.3877787807814457e-17,5.893661864440322e-24,3.973517122956167
hayward,1e-05,0.003,12.0,-0.9841881712229997,0.0064014272904626135,3.553301691550104e-05,0.0064014272904626135,9.408110897538815e-09,-1.5054852707534645e-08,1.3877787807814457e-17,1.2407709188295415e-24,4.789999881142232
hayward,1e-05,0.003,14.0,-0.9842705158019537,0.006401427192270853,3.56106150611879e-05,0.006401427192270853,5.575289463572154e-09,-1.5054860858566978e-08,0.0,2.5683425208697417e-24,5.60185437703766
hayward,1e-05,0.003,16.0,-0.9843047063408199,0.006401427170873858,3.5906405277619236e-05,0.006401427170873858,3.570546565427539e-09,-1.5054861297164083e-08,0.0,1.313271339871655e-23,6.410907047569065
hayward,1e-05,0.0035,10.0,-0.9839465165827123,0.0074689290739370084,4.835109039369456e-05,0.0074689290739370084,1.7607707742506935e-08,-1.7565322159316315e-08,2.2247786310271853e-16,1.6543612251060553e-23,3.9736989432969123
hayward,1e-05,0.0035,12.0,-0.9841753092384318,0.007468928304754027,4.839500148345888e-05,0.007468928304754027,9.502342960668531e-09,-1.7565361619671475e-08,2.2247786310271853e-16,3.0706817247724735e-23,4.7902952618166506
hayward,1e-05,0.0035,14.0,-0.9842575200117565,0.007468928188935756,4.8606405258388996e-05,0.007468928188935756,5.671922643738188e-09,-1.75653679083519e-08,1.3877787807814457e-17,2.481541837659083e-24,5.602303118055594
hayward,1e-05,0.0035,16.0,-0.9842912475534404,0.00746892816463432,4.936519265708039e-05,0.00746892816463432,3.6684159923128675e-09,-1.756537024802951e-08,0.0,1.4268865566539727e-23,6.411554963844919
hayward,1e-05,0.004,10.0,-0.9839317057094645,0.008536705528894448,6.316196364142268e-05,0.008536705528894448,1.7711818469210597e-08,-2.007645564770349e-08,0.0,1.468245587281624e-23,3.9739087914283164
hayward,1e-05,0.004,12.0,-0.9841604324006512,0.008536704649536306,6.327183926402302e-05,0.008536704649536306,9.611028488390184e-09,-2.007650066980368e-08,1.1188630228279524e-16,4.087278867897352e-23,4.790636212243902
hayward,1e-05,0.004,14.0,-0.9842423666100797,0.008536704519517532,6.37598069351819e-05,0.008536704519517532,5.783198744444345e-09,-2.0076511303875185e-08,1.3877787807814457e-17,1.24421273104136e-23,5.602821153551624
hayward,1e-05,0.004,16.0,-0.9842751481338335,0.008536704494561273,6.546461226397682e-05,0.008536704494561273,3.78067142022507e-09,-2.0076514333101433e-08,1.1188630228279524e-16,1.6543612251060553e-23,6.412303039029006
hayward,1e-05,0.0045,10.0,-0.9839149099373984,0.009604796668769497,7.995773570756981e-05,0.009604796668769497,1.7829795014938428e-08,-2.2588309952341066e-08,2.220446049250313e-16,3.242927806796501e-23,3.9741466910967134
hayward,1e-05,0.0045,12.0,-0.9841435107675808,0.00960479567922834,8.01934723344555e-05,0.00960479567922834,9.734134035439001e-09,-2.2588359755877467e-08,0.0,2.913977792189656e-23,4.791022786640632
hayward,1e-05,0.0045,14.0,-0.9842249254065203,0.009604795533235608,8.12010104945804e-05,0.009604795533235608,5.909052758710909e-09,-2.2588371437222052e-08,0.0,2.1318965580481566e-23,5.603408593767136
hayward,1e-05,0.0045,16.0,-0.9842559406674323,0.009604795509877903,8.467207866524884e-05,0.009604795509877903,3.907078804161662e-09,-2.258837162852863e-08,2.220446049250313e-16,9.429858983104515e-23,6.413151478450785
hayward,1e-05,0.005,10.0,-0.9838961217171672,0.01067324186401658,9.874595593872826e-05,0.01067324186401658,1.79616269841037e-08,-2.5100975469411177e-08,1.1102230246251565e-16,1.24421273104136e-23,3.974412669208205
hayward,1e-05,0.005,12.0,-0.9841245007179538,0.010673240765648365,9.92035219614662e-05,0.010673240765648365,9.871588972139633e-09,-2.5101031773369315e-08,0.0,5.296540228972842e-24,4.791455046433346
hayward,1e-05,0.005,14.0,-0.9842050074147598,0.01067324060564373,0.00010111900225506787,0.01067324060564373,6.049245587091788e-09,-2.5101044203520803e-08,2.220446049250313e-16,3.0784012987430487e-23,5.604065563594278
hayward,1e-05,0.005,16.0,-0.9842329468363802,0.010673240575634943,0.00010766590971733603,0.010673240575634943,4.046757927559011e-09,-2.510105647865393e-08,2.220446049250313e-16,1.4634318934964737e-23,6.414100514708718
hayward,1e-05,0.0055,10.0,-0.9838753304137475,0.011742080500110524,0.00011953725935842652,0.011742080500110524,1.8107299037865553e-08,-2.761454232830047e-08,1.3877787807814457e-17,1.4446088348199958e-23,3.974706755826272
hayward,1e-05,0.0055,12.0,-0.9841033414294662,0.0117420792938088,0.00012036281044902619,0.0117420792938088,1.0023345893902216e-08,-2.7614603463480453e-08,1.3877787807814457e-17,4.549493369041652e-23,4.79193306025129
hayward,1e-05,0.0055,14.0,-0.9841823494016328,0.011742079117268697,0.00012377701538202057,0.011742079117268697,6.2034832343177826e-09,-2.7614616824862696e-08,0.0,2.4625126546389917e-23,5.604792202557938
hayward,1e-05,0.0055,16.0,-0.9842052217794138,0.01174207908394817,0.00013539096668369055,0.01174207908394817,4.198946959126669e-09,-2.7614617366771966e-08,2.237726045655905e-16,3.410553037019251e-24,6.415150407629803
hayward,1e-05,0.006,10.0,-0.9838525215599078,0.012811351964686107,0.00014234611319818846,0.012811351964686107,1.8266793758717055e-08,-3.0129100346695406e-08,0.0,1.5716431638507526e-23,3.9750289841690716
hayward,1e-05,0.006,12.0,-0.9840799507047481,0.012811350651566578,0.00014375353516715705,0.012811350651566578,1.0189283236526066e-08,-3.012916751247448e-08,0.0,1.819797347616661e-23,4.792456903918457
hayward,1e-05,0.006,14.0,-0.9841565963783301,0.012811350466397725,0.00014953003868478643,0.012811350466397725,6.3713987247982545e-09,-3.012917904973467e-08,0.0,1.3241350572432105e-23,5.605588664795649
hayward,1e-05,0.006,16.0,-0.9841714916118666,0.01281135044756082,0.00016912113423095398,0.01281135044756082,4.36218290645126e-09,-3.012918017638107e-08,2.237726045655905e-16,6.667019291611301e-23,6.416301444224372
hayward,0.95,0.002,10.0,1.322219017396004,0.0003128599831185852,-0.00010037238127336146,0.0003128599831185852,-2.4999205104394355,-7.247753555628123e-05,4.440892098500626e-16,1.808116392411436e-17,4.0102228441392365
hayward,0.95,0.002,12.0,1.3214527485655587,0.0003128599138975119,-0.00010121210336322406,0.0003128599138975119,-2.505172992051169,-7.247718292546779e-05,1.4043333874306805e-15,6.436180616093477e-18,4.814805017649424
hayward,0.95,0.002,14.0,1.3211838915218415,0.0003128599119790465,-0.00010163267226848127,0.0003128599119790465,-2.507536258827858,-7.247753440609017e-05,3.3306690738754696e-16,3.496446946337351e-18,5.620311223705397
hayward,0.95,0.002,16.0,1.3210747000200276,0.0003128599132580234,-0.00010184534867319073,0.0003128599132580234,-2.508721499720712,-7.247728981862878e-05,2.482534153247273e-15,3.4867510341210807e-17,6.425367978979981
hayward,0.95,0.004,10.0,1.3219179355622401,0.0006265250312011972,-0.00040145421503723355,0.0006265250312011972,-2.500035451246916,-0.0001451405105896697,1.7763568394002505e-15,3.5561831257524545e-17,4.010892433430242
hayward,0.95,0.004,12.0,1.32114926699815,0.0006265249247832116,-0.000404693670772005,0.0006265249247832116,-2.5052908616136658,-0.00014514125937559186,5.773159728050814e-15,1.1275702593849246e-17,4.815897025027996
hayward,0.95,0.004,14.0,1.3208796288926203,0.0006265249347663371,-0.0004058953014896005,0.0006265249347663371,-2.507656025348041,-0.00014514159824585704,1.9984014443252818e-15,7.757919228897728e-18,5.6219715085619795
hayward,0.95,0.004,16.0,1.3207714146114071,0.0006265249057832989,-0.000405130757293648,0.0006265249057832989,-2.508842663891792,-0.00014514312583280287,1.2560739669470201e-15,1.0444418402013024e-17,6.4277651842935475
hayward,0.95,0.006,10.0,1.3214164077346489,0.0009418014606126235,-0.0009029820426285085,0.0009418014606126235,-2.500227051198613,-0.00021817451380634623,1.897149936107019e-15,3.469446951953614e-18,4.012009779690348
hayward,0.95,0.006,12.0,1.320644850242747,0.0009418013188522423,-0.0009091104261749194,0.0009418013188522423,-2.505487462804072,-0.0002181750451395459,5.10702591327572e-15,7.632783294297951e-17,4.817720142724042
hayward,0.95,0.006,14.0,1.320378384583389,0.0009418012488637828,-0.000907139610720975,0.0009418012488637828,-2.5078562542924008,-0.0002181710321096375,4.440892098500626e-15,1.3985787785349405e-17,5.6247449541436225
hayward,0.95,0.006,16.0,1.3202868690441,0.000941801160614375,-0.0008896763246006856,0.000941801160614375,-2.509046579626883,-0.0002181634625770812,3.774758283725532e-15,3.029564307160424e-17,6.431772256247332
hayward,0.99,0.002,10.0,1.5378710642332365,7.624779388493153e-05,-0.00011140227939421266,7.624779388493153e-05,-2.8336411315747583,-1.8492326262276038e-05,3.972054645195637e-15,2.8609792490763984e-17,4.013147882787943
hayward,0.99,0.002,12.0,1.5369319223346807,7.624781247272949e-05,-0.00011234558964900998,7.624781247272949e-05,-2.8394599102688183,-1.848817671401548e-05,2.5864145986817697e-14,2.8609792490763984e-17,4.816806030220463
hayward,0.99,0.002,14.0,1.5366005650796808,7.624799496852575e-05,-0.00011281689646125415,7.624799496852575e-05,-2.8420820863078244,-1.849167793466222e-05,1.5943977756741603e-14,1.8041124150158794e-16,5.621825933293806
hayward,0.99,0.002,16.0,1.536465245185866,7.62479565707963e-05,-0.00011305722108545524,7.62479565707963e-05,-2.8433985923147755,-1.8524929210173013e-05,5.284661597215745e-14,3.122502256758253e-17,6.426588199759978
hayward,0.99,0.004,10.0,1.53753689560682,0.00015314405970912048,-0.00044557090581065495,0.00015314405970912048,-2.8337729359131956,-3.714024714440711e-05,2.0791723739534308e-14,2.1544120232613906e-16,4.013817291054776
hayward,0.99,0.004,12.0,1.5365950473566272,0.0001531443056705939,-0.00044922056770246854,0.0001531443056705939,-2.839595124878265,-3.713779010183771e-05,1.4210854715202004e-14,2.914335439641036e-16,4.817898112345538
hayward,0.99,0.004,14.0,1.5362627536342188,0.00015314501973762162,-0.00045062834192322043,0.00015314501973762162,-2.8422194834848042,-3.714858834769075e-05,1.4210854715202004e-14,8.441528768080324e-17,5.623486461140115
hayward,0.99,0.004,16.0,1.5361283253088516,0.00015314390566345537,-0.0004499770980999074,0.00015314390566345537,-2.843537713118778,-3.7104274525745495e-05,8.881784197001252e-15,1.942890293094024e-16,6.42898577687084
hayward,0.99,0.006,10.0,1.5369802280881117,0.00023133802142183413,-0.0010022384245189642,0.00023133802142183413,-2.8339926451220236,-5.610451177062714e-05,1.0048591735576161e-14,1.1102230246251565e-16,4.014934336552781
hayward,0.99,0.006,12.0,1.5360349779033413,0.00023133756690185692,-0.0010092900209883737,0.00023133756690185692,-2.8398205926983024,-5.6106579876313845e-05,7.105427357601002e-15,2.498001805406602e-16,4.81972135613787
hayward,0.99,0.006,14.0,1.5357055994399502,0.000231337784725838,-0.0010077825361918258,0.000231337784725838,-2.8424490677374337,-5.609777767290325e-05,2.2748467065386707e-14,3.2487068343022356e-16,5.626260314024147
hayward,0.99,0.006,16.0,1.535587725480184,0.0002313367434680913,-0.0009905769267675169,0.0002313367434680913,-2.8437713898813826,-5.621335384375925e-05,2.5864145986817697e-14,2.0206364052201326e-16,6.4329934718616535
hayward,0.5,0.0005,10.0,-0.3784878165364357,0.0007388287891040429,-8.662259928238214e-07,0.0007388287891040429,-0.3596654652330715,-8.759704617482093e-05,2.220717083251841e-16,3.0527067419044984e-18,3.9839145900746082
hayward,0.5,0.0005,12.0,-0.3785925808937211,0.0007388287102662178,-8.768413166104772e-07,0.0007388287102662178,-0.3607858484478084,-8.759721626981978e-05,1.734723475976807e-18,6.088049308390284e-19,4.796629898771105
hayward,0.5,0.0005,14.0,-0.37862677331506467,0.0007388286981781997,-8.824358396219978e-07,0.0007388286981781997,-0.36129047878915627,-8.759725314314709e-05,3.3307142486596306e-16,3.2231721225394264e-18,5.606279650151442
hayward,0.5,0.0005,16.0,-0.37863970729375385,0.0007388286960905363,-8.855305163590899e-07,0.0007388286960905363,-0.3615441455479787,-8.759727717190264e-05,1.1107649934270853e-16,1.5052098558447686e-18,6.413717552318505
hayward,0.5,0.001,10.0,-0.3784904152219755,0.0014776900226108058,-3.4649115326357283e-06,0.0014776900226108058,-0.359665840916134,-0.0001751978628130972,4.441027621704298e-16,9.656175598699024e-19,3.9839564924852504
hayward,0.5,0.001,12.0,-0.3785952113407519,0.0014776898646636505,-3.507288347415205e-06,0.0014776898646636505,-0.3607862207824085,-0.00017519820391944177,1.1150912609939193e-16,1.8041477674144478e-18,4.796698023945521
hayward,0.5,0.001,14.0,-0.378629420379188,0.00147768984053967,-3.529499962962035e-06,0.00147768984053967,-0.36129084941327955,-0.00017519829100671493,3.3308497693360055e-16,1.4164298093599093e-18,5.606383129625624
hayward,0.5,0.001,16.0,-0.378642363673635,0.0014776898354196683,-3.541910397530934e-06,0.0014776898354196683,-0.3615445151985989,-0.00017519822617476435,0.0,1.6008922703106276e-19,6.413866898345706
hayward,0.5,0.0015,10.0,-0.378494746359428,0.002216616147532352,-7.796048985098114e-06,0.002216616147532352,-0.3596664667408416,-0.00026280620678030553,5.555016879717332e-16,1.1803154140807984e-18,3.9840263351332696
hayward,0.5,0.0015,12.0,-0.37859959511651897,0.0022166159111452477,-7.8910641144736e-06,0.0022166159111452477,-0.36078684115481635,-0.0002628067189820553,2.220446049250313e-16,2.6646509528244537e-18,4.796811577988027
hayward,0.5,0.0015,14.0,-0.3786338308025836,0.0022166158749928055,-7.939923358568635e-06,0.0022166158749928055,-0.36129146662569844,-0.0002628068290254828,2.2247786310271853e-16,6.776263578034403e-20,5.606555619982683
hayward,0.5,0.0015,16.0,-0.37864678584602296,0.0022166158653327134,-7.964082785472115e-06,0.0022166158653327134,-0.36154512997033644,-0.00026280689374588544,2.2215299868541707e-16,9.825582188149884e-19,6.414115854144896
hayward,0.5,0.002,10.0,-0.3785008097488672,0.0029556396124856,-1.3859438424301818e-05,0.0029556396124856,-0.35966734317748966,-0.0003504258554576957,2.2247786310271853e-16,1.3325656282941258e-18,3.9841241259635916
hayward,0.5,0.002,12.0,-0.378605731050383,0.00295563929738768,-1.402699797847795e-05,0.00295563929738768,-0.36078770934283777,-0.00035042652440442357,6.938893903907228e-18,3.2085608041992897e-18,4.79697057902486
hayward,0.5,0.002,14.0,-0.3786399992624047,0.002955639251709219,-1.4108383179667339e-05,0.002955639251709219,-0.3612923298988272,-0.00035042663862281526,2.2215299868541707e-16,1.4365678785432934e-18,5.606797158069022
hayward,0.5,0.002,16.0,-0.37865295457005743,0.002955639244970193,-1.4132806819944221e-05,0.002955639244970193,-0.3615459928988962,-0.00035042670824162597,1.3877787807814457e-17,6.664550826335744e-19,6.414464488338425
hayward,0.5,0.0025,10.0,-0.37850860489244537,0.0036947928701910604,-2.1654582002483824e-05,0.0036947928701910604,-0.3596684701265828,-0.0004380605735264803,2.2301825219878386e-16,1.734723475976807e-18,3.9842498760981337
hayward,0.5,0.0025,12.0,-0.37861361598329,0.0036947924759300477,-2.1911930885520903e-05,0.0036947924759300477,-0.36078882634824466,-0.00043806143030478834,2.2301825219878386e-16,6.776263578034403e-21,4.797175052429801
hayward,0.5,0.0025,14.0,-0.3786479119050317,0.0036947924158170775,-2.202102580667331e-05,0.0036947924158170775,-0.36129344255404666,-0.00043806161132551105,2.2247786310271853e-16,3.2340955839575943e-18,5.607107795462134
hayward,0.5,0.0025,16.0,-0.3786608203205478,0.00369479239943879,-2.1998557310332068e-05,0.00369479239943879,-0.3615471070753069,-0.00043806170679332526,2.2247786310271853e-16,2.6359665318553827e-18,6.414912896980835
hayward,0.5,0.003,10.0,-0.3785181306897761,0.004434108379696322,-3.118037933319551e-05,0.004434108379696322,-0.35966984748425823,-0.0005257141282405432,2.220446049250313e-16,1.3460736752485602e-18,3.984403599834774
hayward,0.5,0.003,12.0,-0.37862324329015146,0.004434107906263002,-3.1539237746958104e-05,0.004434107906263002,-0.360790192119967,-0.0005257151369300155,4.449557262054371e-16,3.2192601232937527e-18,4.797425030821219
hayward,0.5,0.003,14.0,-0.3786575399982659,0.004434107834970363,-3.164911904085521e-05,0.004434107834970363,-0.36129480525784113,-0.0005257153840591347,1.3877787807814457e-17,2.7397565793277274e-18,5.60748759846318
hayward,0.5,0.003,16.0,-0.3786702795536524,0.004434107824825229,-3.14577904149127e-05,0.004434107824825229,-0.3615484742130387,-0.000525715707529753,0.0,2.2351400383409363e-19,6.415461203542027
hayward,0.5,0.0035,10.0,-0.37852938503940514,0.005173618603267871,-4.243472896225953e-05,0.005173618603267871,-0.3596714755734067,-0.0006133902879138162,2.220446049250313e-16,7.860465750519907e-19,3.9845853146460963
hayward,0.5,0.0035,12.0,-0.37863460102333973,0.00517361805187555,-4.289697093523559e-05,0.00517361805187555,-0.36079180736860555,-0.0006133914814765058,2.220446049250313e-16,4.412383163948269e-19,4.797720554058283
hayward,0.5,0.0035,14.0,-0.37866883167748744,0.005173617966261146,-4.2940798262391944e-05,0.005173617966261146,-0.36129641821195896,-0.0006133916745629832,2.7755575615628914e-17,7.453889935837843e-19,5.607936648087346
hayward,0.5,0.0035,16.0,-0.3786811460621762,0.005173617950290199,-4.232429893868961e-05,0.005173617950290199,-0.36155010488446565,-0.0006133919508794772,2.7755575615628914e-17,7.182839392716467e-19,6.41610955888577
hayward,0.5,0.004,10.0,-0.37854236450615225,0.005913356013751703,-5.541419570936901e-05,0.005913356013751703,-0.35967335451500326,-0.000701092821252941,1.1188630228279524e-16,2.435574272903474e-18,3.9847950411778426
hayward,0.5,0.004,12.0,-0.3786476694361967,0.005913355382380137,-5.596538379221139e-05,0.005913355382380137,-0.36079367305029175,-0.0007010942014888805,1.1188630228279524e-16,1.1248597539537109e-18,4.798061669236311
hayward,0.5,0.004,14.0,-0.3786817016560571,0.005913355287944733,-5.5810776832032616e-05,0.005913355287944733,-0.36129829018242277,-0.0007010945455556278,4.440892098500626e-16,2.656295322589486e-18,5.608455040052173
hayward,0.5,0.004,16.0,-0.37869311383725446,0.005913355256835173,-5.429207401697056e-05,0.005913355256835173,-0.36155201525866026,-0.0007010948044817791,1.1443916996305594e-16,3.577969838389359e-19,6.416858141243255
hayward,0.5,0.0045,10.0,-0.37855706372391806,0.006653353092860803,-7.01134134751813e-05,0.006653353092860803,-0.35967548484543477,-0.000788825511223272,4.449557262054371e-16,3.5236570605778894e-18,3.9850328032470315
hayward,0.5,0.0045,12.0,-0.3786624183620448,0.006653352383010125,-7.071430964028513e-05,0.006653352383010125,-0.3607957916946151,-0.0007888270497208652,2.237726045655905e-16,3.773837402986683e-18,4.7984484306812965
hayward,0.5,0.0045,14.0,-0.3786960196971337,0.0066533522696039515,-7.012881790863235e-05,0.0066533522696039515,-0.36130042538183127,-0.0007888272560013024,1.1188630228279524e-16,1.2655477284541136e-18,5.609042884763713
hayward,0.5,0.0045,16.0,-0.3787057151764204,0.006653352249588518,-6.68934131828891e-05,0.006653352249588518,-0.3615542258811346,-0.0007888273134489324,3.3306690738754696e-16,2.237932219365057e-18,6.417707156182113
hayward,0.5,0.005,10.0,-0.3785734749036624,0.007393642328968608,-8.652459321950579e-05,0.007393642328968608,-0.3596778670400858,-0.0008765921118577616,2.2247786310271853e-16,6.327738642270568e-19,3.9852986278398537
hayward,0.5,0.005,12.0,-0.37867880394536035,0.007393641542400686,-8.70998929558553e-05,0.007393641542400686,-0.3607981658001974,-0.0008765938845596982,0.0,1.2468324983583301e-18,4.798880899943612
hayward,0.5,0.005,14.0,-0.37871159649711295,0.007393641419154218,-8.570561788789899e-05,0.007393641419154218,-0.3613028357897269,-0.0008765942570889626,2.2591401799415137e-16,2.3710338953308092e-18,5.60970030730058
hayward,0.5,0.005,16.0,-0.37871827203565256,0.007393641397303752,-7.945027241507141e-05,0.007393641397303752,-0.3615567761184298,-0.0008765943725846034,1.2412670766236366e-16,1.601722953781222e-18,6.418656836570503
hayward,0.5,0.0055,10.0,-0.37859158711920854,0.008134256230766135,-0.00010463680876565684,0.008134256230766135,-0.35968050174563104,-0.0009643964204741132,1.3877787807814457e-16,1.878088852114331e-18,3.9855925451092538
hayward,0.5,0.0055,12.0,-0.3786967650719605,0.008134255366036014,-0.00010506101955598535,0.008134255366036014,-0.36080079864111464,-0.0009643983339360923,0.0,3.74049749507499e-18,4.799359145790834
hayward,0.5,0.0055,14.0,-0.3787281685840458,0.00813425523757838,-0.00010227770482074128,0.00813425523757838,-0.3613055337521009,-0.0009643988364056721,4.47545209131181e-16,2.9083356990099378e-18,5.61042744739587
hayward,0.5,0.0055,16.0,-0.378729838981982,0.008134255224311715,-9.101721874449353e-05,0.008134255224311715,-0.36155970397940085,-0.0009643985944945491,2.7755575615628914e-17,1.9905151710651124e-18,6.419707442536521
hayward,0.5,0.006,10.0,-0.3786113855862916,0.008875227306562594,-0.00012443527584871106,0.008875227306562594,-0.3596833899442544,-0.001052242144662728,2.237726045655905e-16,7.047314121155779e-19,3.9859145883722316
hayward,0.5,0.006,12.0,-0.37871621931870436,0.008875226363737165,-0.00012451526629986276,0.008875226363737165,-0.36080369480863494,-0.0010522441854183343,5.551115123125783e-17,6.52776150125814e-19,4.799883244199758
hayward,0.5,0.006,14.0,-0.3787453809444532,0.008875226221921939,-0.00011949006522815608,0.008875226221921939,-0.3613085414577261,-0.0010522447738361904,5.551115123125783e-17,7.047314121155779e-19,5.611224459417063
hayward,0.5,0.006,16.0,-0.3787391426574451,0.008875226210706355,-0.00010032089420763945,0.008875226210706355,-0.36156308613081073,-0.0010522450312478102,4.440892098500626e-16,2.656295322589486e-18,6.420859261422884
hayward,0.9,0.0005,10.0,1.0693248324076656,0.00015282916046155393,-5.452662542593245e-06,0.00015282916046155393,-2.121668609448048,-3.3377048716809465e-05,1.9985941820837785e-15,9.425646233916413e-19,4.006482776146499
hayward,0.9,0.0005,12.0,1.0687392248423877,0.00015282913731140546,-5.498129341585667e-06,0.00015282913731140546,-2.126259285323532,-3.337706660766493e-05,1.1102230246251565e-15,2.0401093917868614e-17,4.812049131760162
hayward,0.9,0.0005,14.0,1.068535607980897,0.00015282913621028626,-5.520963492156028e-06,0.00015282913621028626,-2.128321280482718,-3.337711674955557e-05,1.5553031891404223e-15,1.3727034654642685e-17,5.617964581654489
hayward,0.9,0.0005,16.0,1.0684536461407341,0.00015282914388792257,-5.533497078769045e-06,0.00015282914388792257,-2.129354136900967,-3.33775609681064e-05,1.0026641665932502e-15,7.47326028151289e-18,6.423146587623039
hayward,0.9,0.001,10.0,1.0693084743963825,0.0003056740291844662,-2.181067382567292e-05,0.0003056740291844662,-2.1216745958169074,-6.675750896234511e-05,8.899114524108741e-16,1.748276003132876e-18,4.0065246086473385
hayward,0.9,0.001,12.0,1.068722730884822,0.0003056739850397783,-2.199208690734089e-05,0.0003056739850397783,-2.126265421788641,-6.675760489516236e-05,1.1226435567921847e-15,1.7894591811703873e-17,4.812117307896858
hayward,0.9,0.001,14.0,1.0685190445053219,0.00030567397459080325,-2.208443906726032e-05,0.00030567397459080325,-2.1283275086119904,-6.675750881945941e-05,5.551115123125783e-17,4.5689707783764185e-18,5.618068192146403
hayward,0.9,0.001,16.0,1.0684370436802935,0.00030567395082359283,-2.2135957519431315e-05,0.00030567395082359283,-2.12936041283597,-6.675680349088609e-05,1.9984014443252818e-15,1.817911259740444e-17,6.42329612661424
hayward,0.9,0.0015,10.0,1.069281211226112,0.0004585503216603115,-4.907384409613691e-05,0.0004585503216603115,-2.1216845718557864,-0.00010014474072339574,4.440892098500626e-16,2.5330974814951967e-17,4.006594334809443
hayward,0.9,0.0015,12.0,1.0686952412327635,0.00045855025585783693,-4.948173896579533e-05,0.00045855025585783693,-2.1262756464432204,-0.00010014491833354455,1.1102230246251565e-15,1.5411791825191141e-18,4.8122309469245
hayward,0.9,0.0015,14.0,1.0684914407558184,0.0004585502476572856,-4.968818857076229e-05,0.0004585502476572856,-2.128337896798236,-0.00010014539867020389,2.482534153247273e-16,1.4528410249216085e-18,5.618240900939174
hayward,0.9,0.0015,16.0,1.0684093799758494,0.00045855023410990015,-4.979966196350105e-05,0.00045855023410990015,-2.1293709148350577,-0.00010014526554535941,1.5582722720639762e-15,7.773481960356566e-18,6.423545404125778
hayward,0.9,0.002,10.0,1.0692430432181448,0.0006114737436035966,-8.724185206343549e-05,0.0006114737436035966,-2.121698539236386,-0.00013354217542738134,1.6690311775283582e-15,1.3904866443919908e-17,4.006691962623382
hayward,0.9,0.002,12.0,1.0686567572946046,0.0006114736539837295,-8.79656771246573e-05,0.0006114736539837295,-2.1262899601646263,-0.00013354227480788516,1.0053497077208614e-15,1.769376755963805e-17,4.812390067041324
hayward,0.9,0.002,14.0,1.0684528017329886,0.0006114736644082797,-8.832721140050737e-05,0.0006114736644082797,-2.1283524352753673,-0.0001335429472197891,1.2212453270876722e-15,9.595189226496714e-18,5.618482744988425
hayward,0.9,0.002,16.0,1.0683706723737973,0.0006114736842377511,-8.85072640155471e-05,0.0006114736842377511,-2.1293855948866707,-0.00013354171641788426,1.0235750533041806e-15,1.970058298150069e-17,6.423894488938507
hayward,0.9,0.0025,10.0,1.0691939711637322,0.0007644600225980014,-0.0001363139064760599,0.0007644600225980014,-2.1217164976231246,-0.00016695330966909339,8.08254562088053e-16,5.2804096433425184e-18,4.00681750327495
hayward,0.9,0.0025,12.0,1.06860728270867,0.0007644599166596322,-0.00013744026305939627,0.0007644599166596322,-2.126308368487649,-0.00016695365785324157,1.5700924586837751e-15,3.511543213478341e-18,4.812594693721876
hayward,0.9,0.0025,14.0,1.068403141685403,0.0007644599395497664,-0.00013798725898617192,0.0007644599395497664,-2.1283711210621212,-0.00016695251983511739,4.002966042486721e-16,7.890876742356109e-18,5.618793776024515
hayward,0.9,0.0025,16.0,1.068320971403476,0.0007644599722489431,-0.00013820823433685625,0.0007644599722489431,-2.1294044695768255,-0.000166951953552541,7.021666937153402e-16,1.11499005620214e-17,6.424343477328787
hayward,0.9,0.003,10.0,1.0691339965121223,0.0009175248723192198,-0.00019628855808595524,0.0009175248723192198,-2.1217384461203608,-0.00020038136873257173,3.1401849173675503e-16,3.511543213478341e-18,4.0069709711441535
hayward,0.9,0.003,12.0,1.068546824067367,0.0009175247283650378,-0.00019789890436228141,0.0009175247283650378,-2.1263308647315258,-0.00020038149729728616,1.5700924586837751e-15,9.058118219994463e-18,4.81284485971406
hayward,0.9,0.003,14.0,1.0683424891221525,0.0009175246914150392,-0.0001986398222366681,0.0009175246914150392,-2.1283939805035996,-0.0002003816945066461,1.1102230246251565e-16,8.782037597132586e-18,5.619174060545054
hayward,0.9,0.003,16.0,1.0682603805810418,0.0009175246883010857,-0.0001987990567711151,0.0009175246883010857,-2.12942758349662,-0.0002003820348877028,2.220446049250313e-16,1.248104608480273e-17,6.424892493051584
