model,ell_over_ell_ext,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.9,0.0035,10.0,1.0690631217692366,0.0010706840248815297,-0.0002671633009716512,0.0010706840248815297,-2.1217643868820573,-0.0002338299397357524,7.021666937153402e-16,3.2526065174565133e-18,4.007152383803929
hayward,0.9,0.0035,12.0,1.0684753942642014,0.0010706838634888527,-0.00026932870752793825,0.0010706838634888527,-2.126357456882057,-0.00023383020256106946,2.482534153247273e-16,1.1837184066238756e-17,4.813140605035291
hayward,0.9,0.0035,14.0,1.0682708975743584,0.0010706838501644,-0.00027023137003068243,0.0010706838501644,-2.1284210016372995,-0.00023383087787998136,1.790180836524724e-15,1.0338082335557324e-17,5.619623679805235
hayward,0.9,0.0035,16.0,1.068189087441789,0.0010706838482406056,-0.0002700921960239189,0.0010706838482406056,-2.129454938180906,-0.00023383100845775218,1.5543122344752192e-15,2.0816681711721685e-17,6.425541687318853
hayward,0.9,0.004,10.0,1.0689813508061667,0.001223953213767004,-0.0003489342640414783,0.001223953213767004,-2.121794318106015,-0.0002673022536678893,2.010699415441723e-15,1.0338082335557324e-17,4.00736176201858
hayward,0.9,0.004,12.0,1.0683930128865597,0.001223953022586599,-0.00035171008516954316,0.001223953022586599,-2.1263881424221527,-0.0002673028093762575,1.0934428697813141e-15,1.3877787807814457e-17,4.8134819769678545
hayward,0.9,0.004,14.0,1.068188451632702,0.0012239529995241583,-0.0003526773116870885,0.0012239529995241583,-2.128452185178244,-0.00026730328017565697,4.002966042486721e-16,2.1537178803976964e-17,5.620142729806099
hayward,0.9,0.004,16.0,1.0681073967475467,0.0012239529940654137,-0.0003517828902661613,0.0012239529940654137,-2.12948652415454,-0.0002673031743012366,1.2412670766236366e-15,3.040718396337909e-17,6.426291238773061
hayward,0.9,0.0045,10.0,1.0688886895913132,0.0013773481789414177,-0.00044159547889499606,0.0013773481789414177,-2.1218282423269565,-0.00030080190236114746,4.440892098500626e-16,2.2185648392064367e-17,4.0075991297419025
hayward,0.9,0.0045,12.0,1.068299711309339,0.0013773479815863965,-0.0004450116623901934,0.0013773479815863965,-2.1264229228343545,-0.00030080186325420755,7.021666937153402e-16,9.271038071981241e-18,4.813869030053355
hayward,0.9,0.0045,14.0,1.0680952824807992,0.0013773478861676125,-0.0004458464635899162,0.0013773478861676125,-2.128487563003447,-0.00030080266683096823,2.220446049250313e-16,3.705370968959021e-18,5.620731321280584
hayward,0.9,0.0045,16.0,1.0680157777809862,0.0013773478441496678,-0.0004434018568266751,0.0013773478441496678,-2.1295224113305746,-0.00030080134964016736,1.1102230246251565e-15,2.7376909944043914e-17,6.4271413534559425
hayward,0.9,0.005,10.0,1.0687851465320621,0.0015308846861934455,-0.0005451385381460838,0.0015308846861934455,-2.121866160229249,-0.00033433218329648184,4.440892098500626e-16,1.0489340839012054e-17,4.00786451411503
hayward,0.9,0.005,12.0,1.0681955335046305,0.0015308844762138563,-0.0005491894670988096,0.0015308844762138563,-2.1264618114698806,-0.00033433267344218365,2.5918417478740246e-15,2.2618026913899002e-17,4.8143018260863775
hayward,0.9,0.005,14.0,1.0679915800966104,0.0015308844189370063,-0.0005495488477786914,0.0015308844189370063,-2.128527139005314,-0.00033433239971625284,2.7012892057857038e-15,1.3239702322734431e-17,5.6213895796775
hayward,0.9,0.005,16.0,1.0679149091258657,0.0015308843381376391,-0.0005442705119471647,0.0015308843381376391,-2.129562662663885,-0.0003343320967497121,0.0,5.898697549827395e-18,6.428092264772517
hayward,0.9,0.0055,10.0,1.068670733212009,0.0016845784878256609,-0.0006595518581993254,0.0016845784878256609,-2.1219080723887127,-0.00036789655395441656,1.7235296186091125e-15,6.071532165918825e-18,4.008157945464038
hayward,0.9,0.0055,12.0,1.0680805414060894,0.0016845782440846335,-0.0006641815656398542,0.0016845782440846335,-2.1265048093631913,-0.000367897389931926,4.440892098500626e-16,6.5052130349130266e-18,4.8147804341072975
hayward,0.9,0.0055,14.0,1.0678776081300603,0.0016845782315151325,-0.0006635208143288551,0.0016845782315151325,-2.128570938877066,-0.0003678977352139512,4.440892098500626e-16,6.774311733017761e-18,5.622117645143377
hayward,0.9,0.0055,16.0,1.0678057358576694,0.0016845783178638385,-0.0006534437801435367,0.0016845783178638385,-2.12960733364903,-0.00036789975094997374,9.930136612989092e-16,3.878959614448864e-18,6.4291442334502635
hayward,0.9,0.006,10.0,1.0685454652076594,0.0018384453451716354,-0.0007848198625488578,0.0018384453451716354,-2.1219539811781445,-0.00040149833921088174,8.005932084973442e-16,3.705370968959021e-18,4.008479457297175
hayward,0.9,0.006,12.0,1.0679548182930683,0.0018384450956077103,-0.0007899046786610242,0.0018384450956077103,-2.1265519231817853,-0.00040149923992505165,1.1102230246251565e-16,1.691355389077387e-17,4.815304930394189
hayward,0.9,0.006,14.0,1.067753722227101,0.0018384450010451303,-0.0007874067172881638,0.0018384450010451303,-2.1286190076742413,-0.00040149911350262357,4.440892098500626e-16,8.542522420166516e-18,5.622915672502163
hayward,0.9,0.006,16.0,1.0676895300726414,0.0018384450690227538,-0.0007696495651714486,0.0018384450690227538,-2.1296565744437843,-0.000401502889195271,8.881784197001252e-16,1.8542076143962482e-17,6.430297547493643
fan_wang,1e-05,0.0005,10.0,-0.9840160996259331,0.001066651563492945,9.86577380346354e-07,0.001066651563492945,9.718728377611673e-07,-9.87647512977116e-10,1.1107649934270853e-16,2.4922087134804236e-23,3.9730436473502344
fan_wang,1e-05,0.0005,12.0,-0.9842449388946677,0.001066651453540646,9.863165717494127e-07,0.001066651453540646,9.720988537347311e-07,-9.87647419660133e-10,1.734723475976807e-18,2.4928000482291573e-22,4.789225238701408
fan_wang,1e-05,0.0005,14.0,-0.984327362366245,0.001066651437083243,9.859402559930786e-07,0.001066651437083243,9.721802603929762e-07,-9.876474053898646e-10,1.1103585416259206e-16,6.75753791777454e-23,5.600672914440848
fan_wang,1e-05,0.0005,16.0,-0.9843618493469455,0.0010666514336901186,9.857504102983583e-07,0.0010666514336901186,9.722143220283725e-07,-9.876474017129806e-10,0.0,1.442878779199198e-22,6.409196910581627
fan_wang,1e-05,0.001,10.0,-0.9840131399071201,0.0021333424483067284,3.946296193269028e-06,0.0021333424483067284,9.718708166619651e-07,-1.9753313459161382e-09,0.0,2.445784381821738e-23,3.97308557523851
fan_wang,1e-05,0.001,12.0,-0.9842419799400212,0.0021333422284124,3.945271218275259e-06,0.0021333422284124,9.72096835662458e-07,-1.975331158861743e-09,0.0,1.3234889800848443e-22,4.789293333094982
fan_wang,1e-05,0.001,14.0,-0.9843244044480336,0.0021333421957032937,3.943858467359007e-06,0.0021333421957032937,9.721782444748207e-07,-1.975331130902327e-09,1.1102230246251565e-16,2.972118329887743e-23,5.600776326322211
fan_wang,1e-05,0.001,16.0,-0.9843588919985982,0.0021333421885300456,3.943098757619445e-06,0.0021333421885300456,9.7221230732834e-07,-1.9753311273596845e-09,1.1102230246251565e-16,7.622196960409384e-23,6.409346161066343
fan_wang,1e-05,0.0015,10.0,-0.9840082070831131,0.00320011197686431,8.879120200311341e-06,0.00320011197686431,9.71867448250147e-07,-2.963087819898534e-09,0.0,7.175791813897515e-23,3.9731554603337553
fan_wang,1e-05,0.0015,12.0,-0.9842370481200741,0.0032001116466007715,8.877091165371276e-06,0.0032001116466007715,9.720934721571608e-07,-2.9630875416369877e-09,6.938893903907228e-18,4.228960881677354e-23,4.789406835812316
fan_wang,1e-05,0.0015,14.0,-0.9843194732039813,0.0032001115977956726,8.875102519678713e-06,0.0032001115977956726,9.721748840587019e-07,-2.9630874969698897e-09,0.0,4.9947344256550566e-23,5.60094870398919
fan_wang,1e-05,0.0015,16.0,-0.9843539579707197,0.003200111587696876,8.877126636108734e-06,0.003200111587696876,9.722089476559876e-07,-2.963087498276524e-09,0.0,5.007005625951621e-23,6.4095949575776245
fan_wang,1e-05,0.002,10.0,-0.9840013010387667,0.00426699947447734,1.578516454669998e-05,0.00426699947447734,9.71862732549884e-07,-3.950953258999456e-09,1.1102230246251565e-16,2.895132143935597e-23,3.973253310557645
fan_wang,1e-05,0.002,12.0,-0.9842301423125326,0.004266999034632166,1.57828987068509e-05,0.004266999034632166,9.720887629005513e-07,-3.950952885313997e-09,6.938893903907228e-18,6.790946282648301e-23,4.789565764943993
fan_wang,1e-05,0.002,14.0,-0.9843125634662653,0.00426699896909806,1.57848402356775e-05,0.00426699896909806,9.721701773031665e-07,-3.950952827873755e-09,0.0,2.768970884274314e-23,5.601190084235137
fan_wang,1e-05,0.002,16.0,-0.9843470282995836,0.004266998955362457,1.580679777213323e-05,0.004266998955362457,9.722042364846472e-07,-3.950952820634634e-09,6.938893903907228e-18,8.215781709280763e-23,6.409943368662202
fan_wang,1e-05,0.0025,10.0,-0.9839924213986889,0.005334044269580798,2.4664804624485726e-05,0.005334044269580798,9.71856669534489e-07,-4.938963989150723e-09,0.0,2.088631046696395e-23,3.97337913699955
fan_wang,1e-05,0.0025,12.0,-0.9842212594948555,0.005334043720364216,2.4665716383931446e-05,0.005334043720364216,9.720827066634285e-07,-4.938963523675691e-09,1.1123893155135927e-16,1.928466534675573e-22,4.78977014581392
fan_wang,1e-05,0.0025,14.0,-0.9843036614874079,0.005334043637613341,2.4686819093067136e-05,0.005334043637613341,9.721641187798129e-07,-4.938963454277011e-09,1.1123893155135927e-16,6.679483446365698e-23,5.601500518563298
fan_wang,1e-05,0.0025,16.0,-0.9843380533126788,0.005334043621815783,2.4781784677019303e-05,0.005334043621815783,9.721981550409496e-07,-4.938963437993557e-09,1.1188630228279524e-16,6.439834821367528e-23,6.410391490268764
fan_wang,1e-05,0.003,10.0,-0.9839815671819571,0.006401285697561723,3.551902135634499e-05,0.006401285697561723,9.718492588871905e-07,-5.927156345370942e-09,1.3877787807814457e-17,1.0465142462515158e-22,3.9735329539155226
fan_wang,1e-05,0.003,12.0,-0.9842103931832799,0.006401285038369758,3.553202795958388e-05,0.006401285038369758,9.720753009253153e-07,-5.9271557857730005e-09,1.1102230246251565e-16,2.9697972828041023e-23,4.790020010976323
fan_wang,1e-05,0.003,14.0,-0.9842927386785357,0.006401284939570498,3.5609627965227375e-05,0.006401284939570498,9.721566974744932e-07,-5.927155705429331e-09,0.0,4.8573535936385215e-23,5.601880073179378
fan_wang,1e-05,0.003,16.0,-0.9843269296883025,0.006401284922227551,3.590540905329398e-05,0.006401284922227551,9.721906655467717e-07,-5.927155691029745e-09,1.3877787807814457e-17,6.121136532892405e-23,6.410939445731211
fan_wang,1e-05,0.0035,10.0,-0.9839687364766817,0.007468763103444298,4.834972663170234e-05,0.007468763103444298,9.718404999540274e-07,-6.9155666649418354e-09,0.0,6.700162961679524e-23,3.973714778727038
fan_wang,1e-05,0.0035,12.0,-0.9841975315643936,0.007468762333726717,4.839364684583458e-05,0.007468762333726717,9.720665408396237e-07,-6.9155660115320305e-09,1.3877787807814457e-17,1.2986735617082534e-22,4.790315400212043
fan_wang,1e-05,0.0035,14.0,-0.9842797432659344,0.007468762220572633,4.860504056658499e-05,0.007468762220572633,9.72147893118258e-07,-6.915565916012535e-09,1.1188630228279524e-16,6.156802597486097e-23,5.602328828982005
fan_wang,1e-05,0.0035,16.0,-0.9843134711618486,0.007468762197675574,4.936393550714069e-05,0.007468762197675574,9.721816992979491e-07,-6.915565897445454e-09,2.2247786310271853e-16,4.3519449165735204e-23,6.411587385747159
fan_wang,1e-05,0.004,10.0,-0.9839539260353822,0.008536515828772864,6.316016793117551e-05,0.008536515828772864,9.718303914464543e-07,-7.904231291141007e-09,1.3877787807814457e-17,4.433718948125026e-23,3.9739246320194335
fan_wang,1e-05,0.004,12.0,-0.9841826551303544,0.008536514949808338,6.327008088502506e-05,0.008536514949808338,9.720564183173829e-07,-7.904230544349234e-09,0.0,1.0526015490836915e-22,4.790656360523838
fan_wang,1e-05,0.004,14.0,-0.9842645902466318,0.008536514816787216,6.375805986913452e-05,0.008536514816787216,9.721376721990085e-07,-7.904230439905413e-09,1.3877787807814457e-17,5.25308535948662e-23,5.60284688155102
fan_wang,1e-05,0.004,16.0,-0.9842973722482841,0.008536514793708663,6.546284907171795e-05,0.008536514793708663,9.72171143355722e-07,-7.9042304168379e-09,1.1102230246251565e-16,1.573035693231345e-22,6.412335488351654
fan_wang,1e-05,0.0045,10.0,-0.9839371307294078,0.009604583234417041,7.995547390560187e-05,0.009604583234417041,9.718189312658113e-07,-8.89318657863846e-09,1.1443916996305594e-16,2.250174541407545e-23,3.9741625375400846
fan_wang,1e-05,0.0045,12.0,-0.984165733966519,0.009604582246890675,8.019124472047334e-05,0.009604582246890675,9.720449208881452e-07,-8.893185735974032e-09,1.3877787807814457e-17,6.203854594147708e-23,4.791042946130989
fan_wang,1e-05,0.0045,14.0,-0.9842471495261204,0.009604582099630124,8.119878038059802e-05,0.009604582099630124,9.721259835675742e-07,-8.893185618818536e-09,1.1102230246251565e-16,6.821106074038502e-24,5.603434341133715
fan_wang,1e-05,0.0045,16.0,-0.9842781652990413,0.00960458206870761,8.466979831445176e-05,0.00960458206870761,9.721588248755393e-07,-8.89318560534698e-09,1.3877787807814457e-17,9.35848032643661e-24,6.413183958886127
fan_wang,1e-05,0.005,10.0,-0.9839183430509337,0.010673004693732224,9.874315237967668e-05,0.010673004693732224,9.718061162483743e-07,-9.882468894770135e-09,1.3877787807814457e-17,1.1250872707037725e-23,3.9744285221962614
fan_wang,1e-05,0.005,12.0,-0.9841467244743601,0.010673003596201991,9.920073687930131e-05,0.010673003596201991,9.720320303154392e-07,-9.882467961638552e-09,2.237726045655905e-16,8.785655027261664e-23,4.791475218462979
fan_wang,1e-05,0.005,14.0,-0.9842272320767238,0.010673003433793515,0.00010111622977715395,0.010673003433793515,9.721127526856002e-07,-9.88246782049687e-09,1.3877787807814457e-17,5.910146143984333e-23,5.604091332628906
fan_wang,1e-05,0.005,16.0,-0.9842551720061138,0.010673003402136852,0.00010766309124199402,0.010673003402136852,9.721444936245573e-07,-9.882467777956956e-09,1.3877787807814457e-17,3.2931762916172726e-23,6.414133029962679
fan_wang,1e-05,0.0055,10.0,-0.9838975523293082,0.011741819576785634,0.00011953387400520654,0.011741819576785634,9.717919417790673e-07,-1.0872114604835665e-08,1.1188630228279524e-16,3.486936678228414e-23,3.9747226160527536
fan_wang,1e-05,0.0055,12.0,-0.9841255657432505,0.011741818371815774,0.0001203594679889397,0.011741818371815774,9.720177209724365e-07,-1.087211358003218e-08,1.3877787807814457e-17,4.888070537662421e-23,4.791953246152378
fan_wang,1e-05,0.0055,14.0,-0.9842045746329561,0.011741818198172924,0.00012377367354488022,0.011741818198172924,9.72097875614245e-07,-1.0872113430863935e-08,1.1857187100668868e-16,6.897416658063644e-23,5.604817995568968
fan_wang,1e-05,0.0055,16.0,-0.9842274473831865,0.01174181817251077,0.0001353877141693216,0.01174181817251077,9.72127799640143e-07,-1.0872113425415024e-08,2.7755575615628914e-17,5.778435339279983e-23,6.4151829614235325
fan_wang,1e-05,0.006,10.0,-0.9838747441227218,0.012811067280160932,0.00014234208059160647,0.012811067280160932,9.71776401563756e-07,-1.1862160098940756e-08,2.220446049250313e-16,1.0918784085699965e-22,3.975044852329177
fan_wang,1e-05,0.006,12.0,-0.9841021756808673,0.01281106596774953,0.00014374953037210592,0.01281106596774953,9.720019582354602e-07,-1.1862158987523838e-08,1.1443916996305594e-16,1.1745964698252993e-22,4.792477105026872
fan_wang,1e-05,0.006,14.0,-0.9841788222384495,0.012811065780711173,0.00014952606805140878,0.012811065780711173,9.720812122070454e-07,-1.1862158821771852e-08,1.1443916996305594e-16,1.4134868503414235e-23,5.605614484099692
fan_wang,1e-05,0.006,16.0,-0.9841937178958223,0.0128110657607447,0.000169117201533453,0.0128110657607447,9.721082724278202e-07,-1.1862158805363924e-08,1.1443916996305594e-16,3.308722450212111e-24,6.416334040295869
fan_wang,0.1,0.002,10.0,-1.2179598061655188,0.0033834706918073956,1.1282568891157752e-05,0.0033834706918073956,0.011717360296459948,-3.110145015288639e-05,0.0,6.190182612162733e-19,4.05928889887103
fan_wang,0.1,0.002,12.0,-1.2182161186404308,0.003383470431907863,1.1307513522185175e-05,0.003383470431907863,0.011719833951595945,-3.110144789305019e-05,0.0,1.8998478846830208e-19,4.871879225315301
fan_wang,0.1,0.002,14.0,-1.2183089606100193,0.0033834703916141226,1.1326044136561464e-05,0.0033834703916141226,0.011720730425287127,-3.110144762463068e-05,0.0,1.8295911660692887e-19,5.6811792410605735
fan_wang,0.1,0.002,16.0,-1.2183479469205387,0.0033834703810870503,1.1358445566989062e-05,0.0033834703810870503,0.011721107169467592,-3.11014474929051e-05,1.1102230246251565e-16,2.8529357285502464e-18,6.488273175272632
fan_wang,0.1,0.004,10.0,-1.2179259378135705,0.006768959225676038,4.5150920839454045e-05,0.006768959225676038,0.011717126775288796,-6.222141759139451e-05,1.1443916996305594e-16,7.06325939547945e-19,4.059988270833513
fan_wang,0.1,0.004,12.0,-1.2181820575447402,0.006768958705792125,4.536860921278141e-05,0.006768958705792125,0.011719599497059733,-6.222141310116927e-05,2.2247786310271853e-16,4.667758719501622e-19,4.873011159820576
fan_wang,0.1,0.004,14.0,-1.2182743678574979,0.006768958627449542,4.5918796657939964e-05,0.006768958627449542,0.011720493847373706,-6.222141244304987e-05,0.0,5.624298769768554e-19,5.682892105629163
fan_wang,0.1,0.004,16.0,-1.2183116527158904,0.006768958611749767,4.765265021533516e-05,0.006768958611749767,0.011720864418094244,-6.22214121843742e-05,4.443059973708341e-16,2.3639352658678635e-19,6.490737694747892
fan_wang,0.1,0.006,10.0,-1.2178692646907974,0.010158484545320423,0.00010182404361258612,0.010158484545320423,0.011716736642985127,-9.33784296524476e-05,0.0,4.472333961502706e-19,4.061155334321206
fan_wang,0.1,0.006,12.0,-1.2181239627934306,0.01015848377231296,0.00010346336052236005,0.01015848377231296,0.011719203205330842,-9.337842292855337e-05,3.3306690738754696e-16,2.287126988420009e-18,4.874900980521632
fan_wang,0.1,0.006,14.0,-1.218210946876337,0.010158483657193046,0.00010933977781890647,0.010158483657193046,0.01172007682436139,-9.33784219323715e-05,0.0,1.0842021724855044e-18,5.685753468536525
fan_wang,0.1,0.006,16.0,-1.2182304332638607,0.010158483652695227,0.00012887210224499235,0.010158483652695227,0.011720383161221244,-9.337842199195513e-05,2.220446049250313e-16,1.2785428548203785e-19,6.4948574332493285
fan_wang,0.2,0.002,10.0,-1.4746193836976795,0.0026234360450432953,6.589228364939359e-06,0.0026234360450432953,0.027792116480153405,-4.7893845001449045e-05,0.0,9.486769009248164e-19,4.125114444728649
fan_wang,0.2,0.002,12.0,-1.4749127959291939,0.0026234358715476747,6.641813056873502e-06,0.0026234358715476747,0.027797702929752956,-4.789384193158242e-05,1.1188630228279524e-16,2.1412992906588713e-18,4.931408791709247
fan_wang,0.2,0.002,14.0,-1.475019836688909,0.0026234358460606733,6.677143423727827e-06,0.0026234358460606733,0.027799743944135025,-4.7893841490694424e-05,1.3877787807814457e-17,1.5958100726271018e-18,5.736525044127114
fan_wang,0.2,0.002,16.0,-1.4750650202608016,0.0026234358388744355,6.720007514005033e-06,0.0026234358388744355,0.027800606826213842,-4.789384152831841e-05,0.0,5.319366908757006e-19,6.54060474869679
fan_wang,0.2,0.004,10.0,-1.4745995945104713,0.005248460314268649,2.6378415573180547e-05,0.005248460314268649,0.027791858709387357,-9.581665635044305e-05,2.2247786310271853e-16,2.557085709640757e-19,4.125818692240522
fan_wang,0.2,0.004,12.0,-1.4748927323277394,0.005248459967326646,2.6705414511329906e-05,0.005248459967326646,0.027797441608268567,-9.581665008963477e-05,0.0,2.6647177266899922e-18,4.932550757056852
fan_wang,0.2,0.004,14.0,-1.4749991952755888,0.005248459914242554,2.7318556743871625e-05,0.005248459914242554,0.02779947739678188,-9.581664911926689e-05,3.3306690738754696e-16,3.868552200100002e-18,5.73825380817726
fan_wang,0.2,0.004,16.0,-1.4750426586810832,0.005248459900497271,2.9081587232360206e-05,0.005248459900497271,0.027800327382921822,-9.581664890278467e-05,1.1102230246251565e-16,4.338925755574552e-19,6.543091833357784
fan_wang,0.2,0.006,10.0,-1.4745663856184896,0.007876661928687134,5.958730755484254e-05,0.007876661928687134,0.02779142716346317,-0.00014379741665041315,2.7755575615628914e-17,1.7618285302889447e-18,4.1269939262299005
fan_wang,0.2,0.006,12.0,-1.4748579762573988,0.007876661412076214,6.146148485197678e-05,0.007876661412076214,0.02779699502133292,-0.00014379740735646776,2.7755575615628914e-17,4.87890977618477e-19,4.934457381728595
fan_wang,0.2,0.006,14.0,-1.4749590755611202,0.007876661342838764,6.743827121247215e-05,0.007876661342838764,0.027798987993849195,-0.00014379740599416036,2.220446049250313e-16,1.5332934166833741e-18,5.741141822075832
fan_wang,0.2,0.006,16.0,-1.4749848310729392,0.007876661348362235,8.690919537635011e-05,0.007876661348362235,0.027799709362068645,-0.00014379740612294667,1.1102230246251565e-16,3.496446946337351e-18,6.547249431286594
hayward,0.97,0.0005,10.0,1.428644086995395,4.889793301643408e-05,-6.617723680379939e-06,4.889793301643408e-05,-2.6631860125006526,-1.1591768309671124e-05,2.2315206618374916e-15,1.4094628242311558e-17,4.01146532137531
hayward,0.97,0.0005,12.0,1.4277956007566173,4.889793392237607e-05,-6.6730599928011e-06,4.889793392237607e-05,-2.6687165342580164,-1.1591806043931285e-05,4.440892098500626e-15,2.4584284261108813e-17,4.815457008554909
hayward,0.97,0.0005,14.0,1.4274971509447172,4.8897916197887525e-05,-6.70142820502484e-06,4.8897916197887525e-05,-2.6712065654505426,-1.1592048907882457e-05,1.021405182655144e-14,6.661970767501979e-17,5.620544618123175
hayward,0.97,0.0005,16.0,1.4273756319702566,4.889788267981032e-05,-6.717200584649419e-06,4.889788267981032e-05,-2.6724559229141462,-1.1591140937294853e-05,3.9968028886505635e-15,8.186185918765387e-17,6.425225471202057
hayward,0.97,0.001,10.0,1.428624233928947,9.780711394569153e-05,-2.6470790128296784e-05,9.780711394569153e-05,-2.6631937113506243,-2.3186334846769796e-05,4.905125646631375e-15,4.0115480381963664e-18,4.011507135143233
hayward,0.97,0.001,12.0,1.4277755804330547,9.780711366147443e-05,-2.6693383555320693e-05,9.780711366147443e-05,-2.668724422991238,-2.3185926008473245e-05,1.3322676295501878e-15,2.7809732887839817e-17,4.815525193085405
hayward,0.97,0.001,14.0,1.427477045907415,9.7807083601964e-05,-2.680646550712318e-05,9.7807083601964e-05,-2.6712145884062335,-2.318601532369513e-05,3.800791407964896e-15,7.41594285980085e-17,5.620648254855673
hayward,0.97,0.001,16.0,1.4273554803674218,9.780712518292489e-05,-2.686880341951081e-05,9.780712518292489e-05,-2.672464064462365,-2.3184966349454328e-05,2.4424906541753444e-15,2.6403161264423578e-17,6.425375050103855
hayward,0.97,0.0015,10.0,1.4285911454989546,0.00014673875842419193,-5.955922012068626e-05,0.00014673875842419193,-2.663206539838993,-3.4786136524189715e-05,1.790180836524724e-15,7.208110037058612e-18,4.011576830090169
hayward,0.97,0.0015,12.0,1.4277422134373845,0.0001467387314804114,-6.006037922556828e-05,0.0001467387314804114,-2.668737588964341,-3.4786474508052834e-05,5.551115123125783e-15,4.04812693056225e-17,4.8156388461129005
hayward,0.97,0.0015,14.0,1.4274435397183542,0.00014673883034532764,-6.03126545679622e-05,0.00014673883034532764,-2.671227942139615,-3.478529035483291e-05,4.773959005888173e-15,2.190088388420719e-17,5.620821007398296
hayward,0.97,0.0015,16.0,1.4273218987748737,0.00014673875580228923,-6.045039596758173e-05,0.00014673875580228923,-2.6724776148079687,-3.4787396801405635e-05,1.5543122344752192e-15,8.047322186915396e-17,6.4256243941556725
hayward,0.97,0.002,10.0,1.4285448222055157,0.00019570410579206055,-0.00010588251355958533,0.00019570410579206055,-2.663224500079913,-4.639390764360485e-05,1.7763568394002505e-15,5.074066167232161e-17,4.011674414216213
hayward,0.97,0.002,12.0,1.4276955015904749,0.00019570405947888503,-0.00010677222613519888,0.00019570405947888503,-2.668755998889038,-4.639363518599282e-05,8.263520563790825e-15,7.05981306231723e-17,4.815797985850914
hayward,0.97,0.002,14.0,1.4273966350659366,0.0001957040640974128,-0.0001072173069855964,0.0001957040640974128,-2.6712466824546857,-4.639686376961549e-05,6.89411847443645e-15,7.410741937918042e-18,5.621062912730005
hayward,0.97,0.002,16.0,1.4272749063049943,0.0001957041580098462,-0.00010744286584696283,0.0001957041580098462,-2.6724965549448174,-4.640227111529782e-05,8.881784197001252e-16,4.90059381963448e-17,6.425973572172316
hayward,0.97,0.0025,10.0,1.428485264873796,0.00024471439227369274,-0.00016543984527928046,0.00024471439227369274,-2.663247589207175,-5.8011821622017123e-05,7.93246387593538e-15,5.377642775528102e-17,4.011799898720497
hayward,0.97,0.0025,12.0,1.4276354481958622,0.0002447143664454643,-0.0001668256207478791,0.0002447143664454643,-2.66877968056474,-5.8011573084826296e-05,7.381104677948019e-15,2.0304417714388973e-17,4.816002637795387
hayward,0.97,0.0025,14.0,1.4273363483716395,0.0002447142831769611,-0.00016750400128273668,0.0002447142831769611,-2.6712707146716688,-5.80115406858539e-05,3.447059237218225e-15,4.885025661874571e-17,5.621374022613786
hayward,0.97,0.0025,16.0,1.4272145498575526,0.0002447139590699976,-0.0001677993132886968,0.0002447139590699976,-2.6725208452074107,-5.8015804880184874e-05,7.971988878370802e-15,3.979479852226652e-17,6.426422680477601
hayward,0.97,0.003,10.0,1.4284124752191332,0.0002937808894287741,-0.00023822949994212195,0.0002937808894287741,-2.6632758146363438,-6.964358344774269e-05,1.790180836524724e-15,6.938893903907228e-18,4.0119532980001855
hayward,0.97,0.003,12.0,1.4275620607050836,0.0002937808893221927,-0.00024021311152644387,0.0002937808893221927,-2.6688086231739097,-6.964252353114375e-05,7.755684626330685e-15,2.945200827377961e-17,4.816252834721705
hayward,0.97,0.003,14.0,1.427262710102747,0.0002937809479419684,-0.000241142270175132,0.0002937809479419684,-2.6713001322540917,-6.964177193680143e-05,4.965068306494546e-15,3.029564307160424e-17,5.621754403589211
hayward,0.97,0.003,16.0,1.427140944214809,0.0002937809507415068,-0.00024140495603219847,0.0002937809507415068,-2.6725506320718724,-6.965147342086198e-05,6.720289191984444e-15,5.377642775528102e-17,6.426971842887562
hayward,0.97,0.0035,10.0,1.428326455943024,0.0003429148475504462,-0.00032424877605130575,0.0003429148475504462,-2.663309171190959,-8.12915020738103e-05,1.9984014443252818e-15,6.071532165918825e-17,4.012134629649174
hayward,0.97,0.0035,12.0,1.4274753509679652,0.0003429148350875266,-0.00032692284864488386,0.0003429148350875266,-2.6688428364019847,-8.129177454208047e-05,2.4424906541753444e-15,3.8983061664562125e-17,4.816548616680892
hayward,0.97,0.0035,14.0,1.4271757693456486,0.000342914674831718,-0.00032808302727360683,0.000342914674831718,-2.6713348867563758,-8.128827288444995e-05,1.0473823066688541e-14,1.5515838457795457e-17,5.622204136962741
hayward,0.97,0.0035,16.0,1.427054261677597,0.0003429144714175436,-0.0003280874932443112,0.0003429144714175436,-2.672585776806347,-8.13128964267662e-05,2.5121479338940403e-15,7.577386519575497e-17,6.4276212106886845
hayward,0.97,0.004,10.0,1.4282272107685756,0.0003921275689435788,-0.000423493950499676,0.0003921275689435788,-2.6633476604024846,-9.295748442994523e-05,4.440892098500626e-15,9.739201700399851e-17,4.012343914456524
hayward,0.97,0.004,12.0,1.4273753396927908,0.0003921274420690679,-0.0004269341238192226,0.0003921274420690679,-2.6688823113659224,-9.295807135956125e-05,1.831026719408895e-15,2.949029909160572e-17,4.816890030994907
hayward,0.97,0.004,14.0,1.427075616046647,0.00039212753459594296,-0.00042823632627531083,0.00039212753459594296,-2.6713750201285587,-9.295865309155715e-05,9.325873406851315e-15,4.163336342344337e-17,5.622723318795936
