omega_M,k_static_reference,metric_ratio_real,metric_ratio_imag,metric_ratio_static_real,metric_ratio_static_imag,metric_ratio_fit_rms,metric_ratio_static_fit_rms,delta_k_real,delta_k_imag,k_dynamic_real,k_dynamic_imag,window_fit_rms,window_max_residual,maximum_omega_r
0.002,0.03486408588465715,-0.837382550239473,0.0036619006856898257,-0.8370326716538581,0.0,6.931925175068862e-06,5.196364425662784e-07,-1.8010973889672183e-05,-0.0036619006856898257,0.03484607491076748,-0.0036619006856898257,1.5635878128133876e-09,2.1590297341350692e-09,0.032
0.004,0.03486408588465715,-0.8373297283377128,0.007326083116172398,-0.8370326716538581,0.0,6.87683811042774e-06,5.196364425662784e-07,-7.083287565037158e-05,-0.007326083116172398,0.03479325300900678,-0.007326083116172398,5.6650504008319064e-08,7.822401889189679e-08,0.064
0.006,0.03486408588465715,-0.8372529535333779,0.010994830360733234,-0.8370326716538581,0.0,6.314300637214831e-06,5.196364425662784e-07,-0.0001476076799852502,-0.010994830360733234,0.0347164782046719,-0.010994830360733234,6.191879634267642e-07,8.549857021855851e-07,0.096
