omega_M,match_radius_over_M,response_real,response_imag,static_response_real,correction_real,correction_imag,em_response_real,em_response_imag,basis_condition_number
0.002,10.0,-0.8367166309718376,0.003661901701722127,-0.836734608483369,1.797751153143068e-05,0.003661901701722127,-0.028618956940325388,0.001320033864679201,3.98837264621987
0.002,12.0,-0.8369169661978045,0.0036619013899373623,-0.8369349618345587,1.7995636754197797e-05,0.0036619013899373623,-0.02788750598996669,0.0013200354772563965,4.802357802921555
0.002,14.0,-0.8369898467474554,0.0036619013425713554,-0.8370078550768357,1.8008329380370114e-05,0.0036619013425713554,-0.0275443277624531,0.0013200358062375682,5.6127187654348605
0.002,16.0,-0.8370205778075521,0.003661901334297793,-0.837038614300511,1.8036492958839467e-05,0.003661901334297793,-0.027365980165404164,0.0013200358911879561,6.420690009399167
0.004,10.0,-0.8366626778893588,0.007326085147342967,-0.836734608483369,7.193059401022772e-05,0.007326085147342967,-0.028700814367307845,0.002640817334701298,3.989045519085929
0.004,12.0,-0.8368628404378313,0.007326084525233506,-0.8369349618345587,7.212139672740925e-05,0.007326084525233506,-0.027972430486241956,0.0026408205601735086,4.803451202179443
0.004,14.0,-0.8369352043710612,0.007326084429207291,-0.8370078550768357,7.265070577455734e-05,0.007326084429207291,-0.027631216702397963,0.002640821248997869,5.6143795255423985
0.004,16.0,-0.8369642385335996,0.007326084414366524,-0.837038614300511,7.437576691138315e-05,0.007326084414366524,-0.02745432493246797,0.0026408214234095,6.423087255880052
0.006,10.0,-0.8365725304071494,0.010994833392362305,-0.836734608483369,0.00016207807621959613,0.010994833392362305,-0.028837249498548188,0.0039631003473980025,3.990168330818948
0.006,12.0,-0.8367713001241354,0.010994832464041843,-0.8369349618345587,0.0001636617104233684,0.010994832464041843,-0.028114054612412467,0.003963105198053474,4.805276630084961
0.006,14.0,-0.836838340303753,0.010994832331324117,-0.8370078550768357,0.0001695147730826907,0.010994832331324117,-0.02777651511284802,0.003963106172620532,5.617153750928733
0.006,16.0,-0.836849503599717,0.010994832318500514,-0.837038614300511,0.00018911070079397074,0.010994832318500514,-0.027603584805620186,0.003963106398396119,6.427094381718682
