omega_M,k_static_reference,metric_ratio_real,metric_ratio_imag,metric_ratio_static_real,metric_ratio_static_imag,metric_ratio_fit_rms,metric_ratio_static_fit_rms,delta_k_real,delta_k_imag,k_dynamic_real,k_dynamic_imag,window_fit_rms,window_max_residual,maximum_omega_r
0.002,0.10420564304165511,-0.7325180174911916,0.0032219981132429842,-0.7322008372334559,0.0,6.3201243865955734e-06,4.4240694443961913e-07,-2.0033295147288323e-05,-0.0032219981132429842,0.10418560974650783,-0.0032219981132429842,1.678062222134692e-09,2.3170980252268472e-09,0.032
0.004,0.10420564304165511,-0.7324591275427541,0.0064460977351576765,-0.7322008372334559,0.0,6.264583676132554e-06,4.4240694443961913e-07,-7.892324358491613e-05,-0.0064460977351576765,0.1041267197980702,-0.0064460977351576765,5.7218687429347204e-08,7.900857661895022e-08,0.064
0.006,0.10420564304165511,-0.7323722241294912,0.009674401668797666,-0.7322008372334559,0.0,5.701763548040289e-06,4.4240694443961913e-07,-0.00016582665684785914,-0.009674401668797666,0.10403981638480725,-0.009674401668797666,6.200388074825616e-07,8.561605627213918e-07,0.096
