omega_M,match_radius_over_M,response_real,response_imag,static_response_real,correction_real,correction_imag,em_response_real,em_response_imag,basis_condition_number
0.002,10.0,-0.7318983564409388,0.003221998877334556,-0.7319182993217456,1.994288080675588e-05,0.003221998877334556,-0.08958461039186125,0.0015545001382893664,3.9992298630502057
0.002,12.0,-0.7320847573000654,0.0032219986407678036,-0.7321047354000594,1.997809999398914e-05,0.0032219986407678036,-0.088788563193869,0.001554501893956249,4.811333041078611
0.002,14.0,-0.732153352282009,0.0032219986056484864,-0.732173352215971,1.9999933962067118e-05,0.0032219986056484864,-0.08840787054068852,0.001554502244870604,5.620618818184915
0.002,16.0,-0.7321825526003549,0.003221998594880336,-0.7322025856530943,2.0033052739343304e-05,0.003221998594880336,-0.08820701118788503,0.0015545023036757817,6.427889114082752
0.004,10.0,-0.7318385063869243,0.006446099270681044,-0.7319182993217456,7.97929348212989e-05,0.006446099270681044,-0.08967894356264931,0.0031099253489680068,3.9999038531398874
0.004,12.0,-0.7320246836187203,0.006446098799437389,-0.7321047354000594,8.005178133907442e-05,0.006446098799437389,-0.08888651883812645,0.0031099288514401385,4.812428414328814
0.004,14.0,-0.7320927360307546,0.006446098728039529,-0.732173352215971,8.061618521637559e-05,0.006446098728039529,-0.08850815667996431,0.003109929527532848,5.622282312050912
0.004,16.0,-0.732120226763211,0.00644609871558334,-0.7322025856530943,8.235888988328277e-05,0.00644609871558334,-0.08830904510760287,0.003109929705524518,6.430289828244256
0.006,10.0,-0.73173852883463,0.009674403961123457,-0.7319182993217456,0.00017977048711559362,0.009674403961123457,-0.08983617313821207,0.00466720114177966,4.0010285309711335
0.006,12.0,-0.7319232326916746,0.009674403258770989,-0.7321047354000594,0.00018150270838479532,0.009674403258770989,-0.08904988919905603,0.004667206410904803,4.814257139640239
0.006,14.0,-0.7319859301421479,0.009674403162615405,-0.732173352215971,0.00018742207382316245,0.009674403162615405,-0.08867594257919384,0.004667207457679408,5.625061106276032
0.006,16.0,-0.7319955594242602,0.009674403155427558,-0.7322025856530943,0.00020702622883406185,0.009674403155427558,-0.08848178948582837,0.004667207718881905,6.434302753543201
