omega_M,match_radius_over_M,response_real,response_imag,static_response_real,correction_real,correction_imag,em_response_real,em_response_imag,basis_condition_number
0.002,10.0,-0.11284061210274016,0.00017946196192220043,-0.1128798104547144,3.919835197424559e-05,0.00017946196192220043,-4.493269517492701,0.00021539529918079836,4.093084225790509
0.002,12.0,-0.11293019652496045,0.00017946194467111098,-0.11296972219729184,3.952567233139748e-05,0.00017946194467111098,-4.497109394422503,0.00021539530452407973,4.885739896349757
0.002,14.0,-0.11297623773360327,0.00017946196015117266,-0.11301594438585028,3.970665224700687e-05,0.00017946196015117266,-4.49861393291155,0.00021539536554548988,5.683564680578222
0.002,16.0,-0.11300074360542572,0.00017946194736939702,-0.1130405764902207,3.983288479497693e-05,0.00017946194736939702,-4.499272270699643,0.00021539448413498974,6.483259954325178
0.004,10.0,-0.11272299256799911,0.0003593205935317201,-0.1128798104547144,0.00015681788671528807,0.0003593205935317201,-4.4936882979178865,0.0004312500878356218,4.093768235546037
0.004,12.0,-0.11281148077962122,0.0003593206111620617,-0.11296972219729184,0.00015824141767062372,0.0003593206111620617,-4.4975392714612,0.0004312506625829826,4.886851830536429
0.004,14.0,-0.11285651599540714,0.00035932064158750165,-0.11301594438585028,0.00015942839044313928,0.00035932064158750165,-4.499051047121662,0.0004312504874945944,5.685250240643585
0.004,16.0,-0.11287906632211042,0.0003593205900411789,-0.1130405764902207,0.0001615101681102793,0.0003593205900411789,-4.499714723077519,0.00043124890358114953,6.48568778823107
0.006,10.0,-0.1125267328578552,0.00053997322737942,-0.1128798104547144,0.00035307759685920814,0.00053997322737942,-4.494386246687451,0.0006480239061943394,4.094909645119171
0.006,12.0,-0.11261233707409168,0.0005399732072177699,-0.11296972219729184,0.00035738512320016014,0.0005399732072177699,-4.498255957145311,0.000648023720970059,4.888708215321638
0.006,14.0,-0.11265136885072025,0.0005399732820023928,-0.11301594438585028,0.0003645755351300295,0.0005399732820023928,-4.499781017175202,0.0006480253645122502,5.688065907577217
0.006,16.0,-0.11265595604097811,0.0005399732685411607,-0.1130405764902207,0.00038462044924258976,0.0005399732685411607,-4.500458326819569,0.0006480262402916992,6.4897460616352
