charge_ratio,real_axis_peak_omega_M,ringdown_frequency_M,ringdown_damping_rate_M,quality_factor,peak_ringdown_separation,maximum_control_shift,relative_fit_residual,potential_peak_radius_M,schwarzschild_benchmark_passed,linewidth_detuning,robust_linewidth_detuning,qnm_resonance_aligned,controls_preserve_alignment
0.6,0.45000000000000007,0.3797748862289333,0.08696749450048906,2.1834300758589618,0.07022511377106677,0.0024779073280254693,0.007806628666331048,2.8324968141625733,True,0.8074869142133543,0.8429886642623898,True,True
0.9,0.45000000000000007,0.3884833337174853,0.08327510657266889,2.332529790150917,0.06151666628251479,0.004394561372452875,0.02334891654175091,2.5296006502721684,True,0.7387161519731362,0.7977814977806779,True,True
0.97,0.4375,0.38925733990134664,0.08197929211785596,2.3741199139761924,0.048242660098653356,0.007334319095789057,0.03022164916025316,2.4047958933518614,True,0.5884737334557393,0.638681395913014,True,True
