model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
hayward,0.8,0.6158402871356009,0.001,10.0,0.2649437319044703,-0.001395971997973533,-8.599360839189885e-06,-0.001395971997973533,0.17714916715153686,4.765872994683118e-05,6.938893903907228e-18,2.3391661871374758e-17,3.8653979562751113
hayward,0.8,0.6158402871356009,0.001,12.0,0.26497815927729834,-0.0013959719966001871,-8.60053567369734e-06,-0.0013959719966001871,0.1771601718447716,4.765872960130202e-05,6.938893903907228e-18,7.860465750519907e-18,4.667141117033539
hayward,0.8,0.6158402871356009,0.001,14.0,0.26498761411794625,-0.0013959719950906169,-8.601081101677899e-06,-0.0013959719950906169,0.17716327205924648,4.76587286483976e-05,2.0816681711721685e-17,1.6042551787449555e-17,5.468106615873181
hayward,0.8,0.6158402871356009,0.001,16.0,0.264990738116589,-0.0013959719884163446,-8.601628117554938e-06,-0.0013959719884163446,0.17716431650482636,4.765873032873402e-05,1.1123893155135927e-16,9.013602317666987e-18,6.268668068358467
hayward,0.8,0.6158402871356009,0.002,10.0,0.2649179328604532,-0.0027923099370905646,-3.4398404856306186e-05,-0.0027923099370905646,0.17714980458944649,9.533026772459707e-05,2.2247786310271853e-16,2.0569289771196912e-17,3.86555224203789
hayward,0.8,0.6158402871356009,0.002,12.0,0.2649523545376968,-0.0027923099329333345,-3.440527527526216e-05,-0.0027923099329333345,0.17716080665473843,9.533026738192674e-05,3.3335590258932494e-16,3.2171587168735025e-17,4.667393177372574
hayward,0.8,0.6158402871356009,0.002,14.0,0.2649617984029951,-0.00279230993312396,-3.4416796052816334e-05,-0.00279230993312396,0.177163905855949,9.533026542829504e-05,2.2247786310271853e-16,1.0124381827632909e-17,5.468491690136429
hayward,0.8,0.6158402871356009,0.002,16.0,0.26496488832936593,-0.00279230994845725,-3.445141534064167e-05,-0.00279230994845725,0.1771649499310909,9.533026842584169e-05,5.552849575635886e-16,2.7863995832877464e-17,6.269226894001301
hayward,0.8,0.6158402871356009,0.003,10.0,0.26487492839379223,-0.004189379826553985,-7.740287151725145e-05,-0.004189379826553985,0.17715086732654003,0.0001430274243223728,2.7755575615628914e-17,4.627651249098233e-17,3.8658094573691697
hayward,0.8,0.6158402871356009,0.003,12.0,0.2649093193510894,-0.0041893798231467105,-7.744046188262743e-05,-0.0041893798231467105,0.177161865099935,0.00014302742428384807,4.449557262054371e-16,3.5778671692021646e-17,4.6678134454533575
hayward,0.8,0.6158402871356009,0.003,14.0,0.2649186582712986,-0.00418937981652534,-7.755692774930045e-05,-0.00418937981652534,0.17716496288967112,0.00014302742361715914,1.2412670766236366e-16,1.1277787405292384e-17,5.469133825481542
hayward,0.8,0.6158402871356009,0.003,16.0,0.26492139553854643,-0.004189379818676731,-7.794420616014097e-05,-0.004189379818676731,0.17716600713365746,0.0001430274293195699,3.3306690738754696e-16,2.45029690981724e-17,6.270158919643911
hayward,0.8,0.6158402871356009,0.004,10.0,0.26481469912005906,-0.0055875478193236905,-0.00013763214525042144,-0.0055875478193236905,0.1771523559462907,0.00019076301606871238,3.3306690738754696e-16,4.3506643440606637e-17,3.866169710834531
hayward,0.8,0.6158402871356009,0.004,12.0,0.26484895492015537,-0.0055875478144205015,-0.00013780489281667307,-0.0055875478144205015,0.17716334799669486,0.00019076301450052235,6.684427777288335e-16,5.5077470362263625e-17,4.668402172474132
hayward,0.8,0.6158402871356009,0.004,14.0,0.26485776942237826,-0.005587547819222882,-0.00013844577666966007,-0.005587547819222882,0.17716644492276468,0.00019076301514447946,1.1443916996305594e-16,1.9491530832281063e-17,5.470033539072219
hayward,0.8,0.6158402871356009,0.004,16.0,0.2648587239853298,-0.0055875477867621814,-0.00014061575937679427,-0.0055875477867621814,0.17716749297271206,0.00019076301949486063,2.7755575615628914e-17,4.091337135425211e-18,6.271465119192927
hayward,0.8,0.6158402871356009,0.005,10.0,0.264737197193857,-0.006987180301830653,-0.00021513407145246077,-0.006987180301830653,0.1771542713230107,0.00023854986726723482,2.2887833992611187e-16,1.1636878843346593e-17,3.8666331543770647
