model,ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
fan_wang,0.3,0.08888888888888888,0.002,10.0,0.059523063519225095,-0.002734642949435793,-2.0794827999714993e-05,-0.002734642949435793,0.009180581633743426,6.330189789532101e-05,2.220446049250313e-16,7.047314121155779e-19,3.9420611444098363
fan_wang,0.3,0.08888888888888888,0.002,12.0,0.05952493395616511,-0.002734642947737568,-2.0798286489084883e-05,-0.002734642947737568,0.009180874282963155,6.330189785857957e-05,3.331391796911832e-16,2.1792193963256754e-18,4.739808479374288
fan_wang,0.3,0.08888888888888888,0.002,14.0,0.05952544889805502,-0.0027346429469881847,-2.080831384552312e-05,-0.0027346429469881847,0.009180956338280775,6.33018979261774e-05,2.2215299868541707e-16,5.3711795822757584e-18,5.538433774898158
fan_wang,0.3,0.08888888888888888,0.002,16.0,0.05952559202991817,-0.0027346429451100412,-2.0841376644792353e-05,-0.0027346429451100412,0.009180984082348288,6.330189797455104e-05,1.3877787807814457e-17,5.479513158655455e-18,6.337504644575568
fan_wang,0.3,0.08888888888888888,0.004,10.0,0.05946064895156546,-0.005470934836736725,-8.320939565934632e-05,-0.005470934836736725,0.009181815217205907,0.00012664193088110943,1.1188630228279524e-16,2.8520906205256223e-18,3.9426905178907075
fan_wang,0.3,0.08888888888888888,0.004,12.0,0.05946236828432939,-0.005470934832102273,-8.336395832480442e-05,-0.005470934832102273,0.009182108809019741,0.00012664193074095505,2.237726045655905e-16,9.36439419136885e-18,4.740838751302366
fan_wang,0.3,0.08888888888888888,0.004,14.0,0.05946227545496323,-0.005470934835276747,-8.398175693731524e-05,-0.005470934835276747,0.009182195380367818,0.00012664193054273947,2.2247786310271853e-16,4.336808689942018e-19,5.540007673605496
fan_wang,0.3,0.08888888888888888,0.004,16.0,0.05946034206447482,-0.005470934840883318,-8.609134208813901e-05,-0.005470934840883318,0.009182237638135636,0.00012664193096895756,4.443059973708341e-16,6.559423143537302e-18,6.339787228309014
fan_wang,0.3,0.08888888888888888,0.006,10.0,0.05935634189708734,-0.00821052549889071,-0.00018751645013746765,-0.00821052549889071,0.00918387388902721,0.00019005825495336907,2.7755575615628914e-17,1.939479807224432e-18,3.9437406868987535
fan_wang,0.3,0.08888888888888888,0.006,12.0,0.05935649686887345,-0.008210525500190677,-0.00018923537378074534,-0.008210525500190677,0.009184180091210538,0.00019005825472151287,2.2887833992611187e-16,1.1417117349080873e-17,4.7425586664088994
fan_wang,0.3,0.08888888888888888,0.006,14.0,0.05935000177292668,-0.008210525504046273,-0.00019625543897386355,-0.008210525504046273,0.009184315422026043,0.00019005825583560607,2.7755575615628914e-17,2.9493487749136975e-18,5.542636570705494
fan_wang,0.3,0.08888888888888888,0.006,16.0,0.05932616502677878,-0.008210525515848568,-0.00022026837978417896,-0.008210525515848568,0.009184511239146922,0.0001900582559867213,3.3766115072321297e-16,4.5290591099972316e-18,6.343602293251546
